"","primary.id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1","Q2","self.race","self.race.free","gender","age","education","covid.usage","pre.covid.usage","last.login","subject_id","manual_diag","date","subject_gender_RA","subject_race_RA","source","total_friends","recorded.posts","mean.rating","sd.rating","median.rating","pymk.recorded.posts","pymk.mean.rating","pymk.sd.rating","pymk.median.rating"
"302","2020-07-082311","2020-07-08 13:16:55","2020-07-08 13:20:52","IP Address","41.130.245.108",100,237,"True","2020-07-08 13:20:53","R_PweNg64gJ8FCt9L",NA,NA,NA,NA,30.0778045654297,31.2852020263672,"anonymous","EN","Yes, I consent to participate","cdr","White","Middle Easter caucasian","Male",27,"Master's degree","A few times a day","A few times a day","Within the past hour",2311,0,2020-07-08,"male","other","HDSL",1557,60,1.76666666666667,1.01458293454673,1,60,1.46666666666667,1.12696783324776,1
"303","2020-07-083242","2020-07-08 09:01:48","2020-07-08 09:03:46","IP Address","98.217.123.11",100,117,"True","2020-07-08 09:03:46","R_2CmugbERTywFBze",NA,NA,NA,NA,42.4279937744141,-71.0617980957031,"anonymous","EN","Yes, I consent to participate","cdr","Asian","South east asian","Female",27,"Master's degree","A few times an hour","A few times an hour","Within the past hour",3242,0,2020-07-08,"female","asian","HDSL",436,60,2.71666666666667,1.9922873887941,2,60,2.38333333333333,2.09997309641093,1
"304","2020-07-083268","2020-07-08 12:59:59","2020-07-08 13:01:43","IP Address","24.23.210.190",100,104,"True","2020-07-08 13:01:44","R_1E5bnbzNpq1cOw3",NA,NA,NA,NA,37.5659027099609,-122.366104125977,"anonymous","EN","Yes, I consent to participate","CDR","Asian","I am South Asian and belong to the country called India","Female",27,"Master's degree","A few times a day","A few times a day","Within the past hour",3268,0,2020-07-08,"female","asian","HDSL",231,60,5.65,1.10200126118849,6,60,1.43333333333333,1.21245886411669,1
"305","2020-07-085093","2020-07-08 08:01:22","2020-07-08 08:02:56","IP Address","24.146.158.70",100,94,"True","2020-07-08 08:02:56","R_2S7x5XiSdZcfzZ5",NA,NA,NA,NA,40.835205078125,-73.0434036254883,"anonymous","EN","Yes, I consent to participate","CDR","White","White/Caucasian","Male",18,"Some college, no degree","A few times a day","A few times a week","Within the past day",5093,0,2020-07-08,"male","white","HDSL",262,60,2.38333333333333,0.975838043430184,2,60,2.06666666666667,1.32596835950014,1.5
"306","2020-07-085192","2020-07-08 10:00:18","2020-07-08 10:02:48","IP Address","45.48.136.120",100,149,"True","2020-07-08 10:02:48","R_1doRkxavFEC2AFB",NA,NA,NA,NA,33.7070007324219,-117.951904296875,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Vietnamese","Male",24,"Bachelor's degree","A few times a week","A few times a week","Within the past week",5192,0,2020-07-08,"male","asian","HDSL",482,60,3.1,1.44621071207788,3,60,1.88333333333333,1.75722881473775,1
"307","2020-07-085861","2020-07-08 14:01:22","2020-07-08 14:03:22","IP Address","73.114.129.208",100,119,"True","2020-07-08 14:03:22","R_2S1518XL65mfEQa",NA,NA,NA,NA,42.3267974853516,-71.1341018676758,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Asian, Chinese, Chinese-American ","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past day",5861,0,2020-07-08,"female","asian","HDSL",1335,60,3.5,1.85490645750714,4,60,1.88333333333333,1.12131379763577,1
"308","2020-07-087116","2020-07-08 12:27:58","2020-07-08 12:30:49","IP Address","146.115.44.92",100,170,"True","2020-07-08 12:30:50","R_2Bti0D8Zz9tdOvH",NA,NA,NA,NA,42.3473968505859,-71.158203125,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Indian","Male",28,"Master's degree","A few times a day","A few times a day","Within the past hour",7116,0,2020-07-08,"male","asian","HDSL",1525,60,3.16666666666667,2.02665848942745,3,60,1.66666666666667,1.38596679426394,1
"309","2020-07-089044","2020-07-08 12:19:47","2020-07-08 12:23:11","IP Address","146.115.166.18",100,203,"True","2020-07-08 12:23:11","R_9L8RBolbEHT15V7",NA,NA,NA,NA,42.3659973144531,-71.2270965576172,"anonymous","EN","Yes, I consent to participate","cdr","White","Caucasian","Male",64,"Master's degree","A few times a day","A few times a day","Within the past day",9044,0,2020-07-08,"male","white","HDSL",108,60,3.4,2.34484649492153,4,60,2.08333333333333,1.73978049138163,1
"310","2020-07-089276","2020-07-08 12:01:18","2020-07-08 12:04:46","IP Address","206.146.73.29",100,208,"True","2020-07-08 12:04:47","R_2flfa4IKOYawbR9",NA,NA,NA,NA,43.7433929443359,-93.7321014404297,"anonymous","EN","Yes, I consent to participate","cdr","White","I am a white man with European (Swiss/German) ancestry. When I answer similar questions I normally just think of my default race/ethnicity answer of White/Caucasian and many times ethnicity is not listed besides Non-Hispanic White","Male",22,"Some college, no degree","A few times a day","A few times a week","Within the past day",9276,0,2020-07-08,"male","white","HDSL",483,60,2.4,1.15274175742967,2,60,2.58333333333333,1.83461691070358,2
"311","2020-07-089297","2020-07-08 11:02:11","2020-07-08 11:03:41","IP Address","65.112.9.2",100,90,"True","2020-07-08 11:03:42","R_3I4wBP0MK4vrP8g",NA,NA,NA,NA,42.3737030029297,-71.1284027099609,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","Half latino / half white ","Male",23,"Bachelor's degree","A few times a day","A few times a day","Within the past day",9297,0,2020-07-08,"male","white","HDSL",1067,60,1.91666666666667,1.29263450162923,1,60,2.78333333333333,2.14785400717977,2
"312","2020-07-089977","2020-07-08 14:50:51","2020-07-08 14:53:07","IP Address","70.138.66.146",100,136,"True","2020-07-08 14:53:08","R_1hFKsSWYyW6Y3Od",NA,NA,NA,NA,29.5422058105469,-95.3211975097656,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian American (Chinese)","Female",21,"Some college, no degree","A few times a day","A few times a day","Within the past day",9977,0,2020-07-08,"female","asian","HDSL",378,60,2.8,1.78316040135181,2,60,1.73333333333333,0.936395300176208,1
"313","2020-07-093005","2020-07-09 11:17:47","2020-07-09 11:19:32","IP Address","97.90.137.31",100,104,"True","2020-07-09 11:19:32","R_32KQdO2SoxaS2Oq",NA,NA,NA,NA,34.0581970214844,-118.125999450684,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I put Asian for  general ethnicity, Cambodian specifically.  ","Male",20,"Some college, no degree","A few times a day","A few times a day","Within the past hour",3005,0,2020-07-09,"male","asian","HDSL",406,60,3.88333333333333,1.36657020467072,4,60,1.21666666666667,0.584884942087096,1
"314","2020-07-094070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","white","HDSL",1192,59,5.16949152542373,1.70347051807815,6,60,2.16666666666667,1.56407406589836,1
"315","2020-07-096367","2020-07-09 17:10:03","2020-07-09 17:12:26","IP Address","76.170.3.211",100,143,"True","2020-07-11 02:05:42","R_2cwrhyF06NbmTwP",NA,NA,NA,NA,33.7498931884766,-117.907104492188,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I generally default to Asian because Vietnamese isn't on all forms.","Female",24,"Some college, no degree","A few times a day","A few times a day","Within the past day",6367,0,2020-07-09,"female","asian","HDSL",3,60,1.75,1.33562655899198,1,60,1,0,1
"316","2020-07-098588","2020-07-09 15:02:44","2020-07-09 15:04:26","IP Address","73.166.189.219",100,101,"True","2020-07-09 15:04:38","R_1mI417TN5JKvPXG",NA,NA,NA,NA,29.5422058105469,-95.3211975097656,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese American","Female",20,"Some college, no degree","A few times a day","A few times a week","Within the past hour",8588,0,2020-07-09,"female","asian","HDSL",1374,60,5.16666666666667,1.63817453868904,5,60,2.03333333333333,1.17843140019763,2
"317","2020-07-099059","2020-07-09 13:01:19","2020-07-09 13:03:18","IP Address","73.68.184.74",100,119,"True","2020-07-09 13:03:19","R_2wcPGwOC2FjircB",NA,NA,NA,NA,42.3796997070312,-71.103401184082,"anonymous","EN","Yes, I consent to participate","cdr","Asian","i am asian, Indian","Male",23,"Master's degree","A few times a day","A few times a day","Within the past hour",9059,0,2020-07-09,"male","asian","HDSL",1223,60,6.25,1.17350698509544,7,60,2.56666666666667,1.5553806735163,2
"318","2020-07-099403","2020-07-09 12:20:27","2020-07-09 12:22:51","IP Address","216.180.91.60",100,144,"True","2020-07-09 12:22:52","R_1KrK134AQfdtNNO",NA,NA,NA,NA,42.3648986816406,-71.0987014770508,"anonymous","EN","Yes, I consent to participate","cdr","Asian","South Asian Brown guy","Male",27,"Master's degree","A few times a month","A few times a week","Within the past hour",9403,0,2020-07-09,"male","asian","HDSL",1290,60,1.83333333333333,0.86684048669783,2,30,2.23333333333333,1.52413533052256,1
"319","2020-07-099447","2020-07-09 12:06:33","2020-07-09 12:09:55","IP Address","73.89.130.156",100,201,"True","2020-07-09 12:09:55","R_wYjmC49eOuXnkid",NA,NA,NA,NA,42.3912048339844,-71.0882034301758,"anonymous","EN","Yes, I consent to participate","CDR","Asian","I am a proud Asian coming from an Indian origin 
The first thing comes to my mind, that why even we have a question like this- how does it really matter what race or ethnicity we come from, we are all same","Male",27,"Master's degree","A few times a day","A few times a day","Within the past hour",9447,0,2020-07-09,"male","asian","HDSL",1190,60,3.56666666666667,2.21983864634779,3.5,60,2.51666666666667,2.12723793754668,1
"320","2020-07-099834","2020-07-09 10:02:48","2020-07-09 10:04:40","IP Address","107.77.237.106",100,112,"True","2020-07-09 10:04:40","R_8kXAontMjjOw7bH",NA,NA,NA,NA,33.7485046386719,-84.3871002197266,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Korean American. I was born in the United States with immigrant parents from South Korea.","Female",20,"Graduated high school","A few times a day","A few times a day","Within the past day",9834,0,2020-07-09,"female","asian","HDSL",587,60,3.38333333333333,1.64771713331276,4,60,1.68333333333333,1.34657968058269,1
"321","2020-07-099983","2020-07-09 17:01:39","2020-07-09 17:05:35","IP Address","73.89.130.156",100,235,"True","2020-07-09 17:20:36","R_3M51weS4jPWz3Ef",NA,NA,NA,NA,42.3912048339844,-71.0882034301758,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Indian","Female",23,"Master's degree","A few times a day","A few times an hour","Within the past hour",9983,0,2020-07-09,"female","asian","HDSL",718,1,4,NA,4,60,1.43333333333333,1.1551897146513,1
"322","2020-07-105530","2020-07-10 16:01:16","2020-07-10 16:04:06","IP Address","96.250.166.90",100,169,"True","2020-07-10 16:04:06","R_6RktD3fL0mfpWYp",NA,NA,NA,NA,40.7819976806641,-73.9953002929688,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","Half Ashkenazi Jewish, half Chinese. I answer other or mixed if options are not applicable.","Female",24,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",5530,0,2020-07-10,"female","white","HDSL",2042,60,2.45,1.65114238829989,2,60,2.05,1.60955831397986,1
"323","2020-07-108590","2020-07-10 10:01:28","2020-07-10 10:05:41","IP Address","100.8.103.143",100,252,"True","2020-07-11 03:07:44","R_2vZI5BdEMq8Wgq9",NA,NA,NA,NA,40.7158050537109,-74.359001159668,"anonymous","EN","Yes, I consent to participate","cdr","White","I would describe my race as White or Caucasian. I am of German, Italian, and Irish descent so these terms feel most applicable to me. ","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",8590,0,2020-07-10,"female","white","HDSL",591,60,4.41666666666667,1.73001094016984,5,60,3.16666666666667,1.76756719400161,3
"324","2020-07-108669","2020-07-10 08:03:28","2020-07-10 08:05:46","IP Address","96.233.64.226",100,137,"True","2020-07-10 08:05:46","R_1dBnteX5xT4UWnY",NA,NA,NA,NA,42.4571075439453,-71.2210006713867,"anonymous","EN","Yes, I consent to participate","cdr","White","I am super white I glow in the dark almost ","Female",27,"Some college, no degree","A few times a day","A few times a week","Within the past hour",8669,0,2020-07-10,"female","white","HDSL",1381,60,4.1,2.35566392814698,4,60,1.61666666666667,1.30308196168547,1
"325","2020-07-108748","2020-07-10 10:58:38","2020-07-10 11:00:40","IP Address","72.192.36.224",100,122,"True","2020-07-10 11:00:41","R_2Y4F3AQWAk6QGmk",NA,NA,NA,NA,41.9073028564453,-71.4350967407227,"anonymous","EN","Yes, I consent to participate","CDR","White","White and Middle Eastern. 

What comes to mind: not all forms distinguish between caucasian and Middle Eastern.","Male",21,"Graduated high school","A few times an hour","A few times a day","Within the past day",8748,0,2020-07-10,"male","white","HDSL",1081,60,1.78333333333333,0.940459077704159,2,60,1.68333333333333,0.999858747085954,1
"326","2020-07-118627","2020-07-11 14:02:10","2020-07-11 14:03:45","IP Address","71.204.156.166",100,94,"True","2020-07-11 14:03:45","R_2SiCFE7VBMUdNGR",NA,NA,NA,NA,37.0608978271484,-122.019798278809,"anonymous","EN","Yes, I consent to participate","cdr","White","European-White-Caucasian","Female",21,"Some college, no degree","A few times a day","A few times a day","Within the past hour",8627,0,2020-07-11,"female","white","HDSL",587,60,4.58333333333333,1.61865885756547,5,60,3.08333333333333,2.57952608094198,1
"327","2020-07-133198","2020-07-13 18:02:26","2020-07-13 18:04:39","IP Address","69.242.102.3",100,132,"True","2020-07-13 18:04:39","R_3n60pSdXObYOMwW",NA,NA,NA,NA,39.7552032470703,-75.5311965942383,"anonymous","EN","Yes, I consent to participate","CDR","White","Caucasian ","Female",26,"Doctoral degree","A few times a month","A few times a month","Within the past week",3198,0,2020-07-13,"female","white","HDSL",957,60,3.58333333333333,1.84383229012953,4,NA,NA,NA,NA
"328","2020-07-133800","2020-07-13 15:00:22","2020-07-13 15:02:47","IP Address","73.71.183.95",100,145,"True","2020-07-13 15:02:47","R_3qJ0KEDFSmNX4bd",NA,NA,NA,NA,37.5625,-122.000396728516,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Asian/Chinese","Female",25,"Bachelor's degree","A few times a day","A few times a day","Within the past day",3800,0,2020-07-13,"female","asian","HDSL",727,26,2.03846153846154,1.37056978606036,2,60,1.66666666666667,1.12997175105933,1
"329","2020-07-134024","2020-07-13 16:19:58","2020-07-13 16:22:41","IP Address","24.60.181.18",100,163,"True","2020-07-13 16:22:41","R_3m9UaJQSytJcSLF",NA,NA,NA,NA,42.2518005371094,-71.0804977416992,"anonymous","EN","Yes, I consent to participate","cdr","Asian","1. Asian American
2. Asian American","Male",28,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour",4024,0,2020-07-13,"male","asian","HDSL",1775,1,5,NA,5,60,1.86666666666667,0.999434868561816,2
"330","2020-07-135537","2020-07-13 14:01:13","2020-07-13 14:04:36","IP Address","73.89.26.115",100,203,"True","2020-07-13 14:04:37","R_3oLp0WJuSV81Q1f",NA,NA,NA,NA,42.3796997070312,-71.103401184082,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian, Chinese, Han Ethnicity, Yellow skin, Black Eyes","Male",28,"Master's degree","A few times a week","A few times a week","Within the past day",5537,0,2020-07-13,"male","asian","HDSL",435,60,3.76666666666667,1.75987929735051,3.5,60,1.95,1.69170458614371,1
"331","2020-07-135984","2020-07-13 14:02:07","2020-07-13 14:04:54","IP Address","138.88.145.27",100,167,"True","2020-07-13 14:04:54","R_21nqxoWUKENeJQd",NA,NA,NA,NA,39.1143035888672,-77.0019989013672,"anonymous","EN","Yes, I consent to participate","cdr","Asian","1. Chinese American, 2. question fails to differentiate between the different ethnicities","Female",22,"Some college, no degree","A few times a day","A few times a day","Within the past day",5984,0,2020-07-13,"female","asian","HDSL",1142,60,2.28333333333333,1.27680303441861,2,60,2.8,1.89379003006302,2
"332","2020-07-136140","2020-07-13 13:15:52","2020-07-13 13:18:20","IP Address","73.92.73.55",100,147,"True","2020-07-13 13:18:20","R_svCEPQ87SD6pvGh",NA,NA,NA,NA,37.5625,-122.000396728516,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am Indian. Was born and brought up as a South Indian to be more specific.","Male",30,"Master's degree","A few times a day","A few times a day","Within the past day",6140,0,2020-07-13,"male","asian","HDSL",771,60,2.41666666666667,1.33138982648077,2,60,2.05,1.34574029781104,1
"333","2020-07-137983","2020-07-13 08:01:49","2020-07-13 08:03:50","IP Address","107.77.230.142",100,120,"True","2020-07-13 08:03:50","R_2rVFqovaWBUyvqU",NA,NA,NA,NA,33.8791046142578,-117.98210144043,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Asian American or Chinese American","Female",30,"Master's degree","A few times a day","A few times a week","Within the past day",7983,0,2020-07-13,"female","asian","HDSL",1413,60,1.7,1.3187050659065,1,60,1.75,1.40971207542293,1
"334","2020-07-138133","2020-07-13 13:06:49","2020-07-13 13:08:27","IP Address","73.149.190.45",100,98,"True","2020-07-13 13:08:27","R_2lqECIgapVYSQil",NA,NA,NA,NA,43.0729064941406,-70.8051986694336,"anonymous","EN","Yes, I consent to participate","cdr","White","White, caucasian, of European descent. ","Female",30,"Master's degree","A few times a week","A few times a month","Within the past week",8133,0,2020-07-13,"female","white","HDSL",1356,60,4.36666666666667,1.69712285610104,4.5,60,1.9,1.48095251071162,1
"335","2020-07-138193","2020-07-13 10:12:55","2020-07-13 10:15:22","IP Address","24.176.75.62",100,146,"True","2020-07-13 10:15:23","R_Z9s5SyGBkSVKc5H",NA,NA,NA,NA,34.7518005371094,-82.2555999755859,"anonymous","EN","Yes, I consent to participate","cdr","White","White or Caucasian","Female",32,"Bachelor's degree","A few times an hour","A few times a day","Within the past day",8193,0,2020-07-13,"female","white","HDSL",1535,60,3.7,1.51041581433835,3.5,60,1.71666666666667,1.48542828003955,1
"336","2020-07-138972","2020-07-13 13:03:39","2020-07-13 13:05:27","IP Address","97.70.157.243",100,108,"True","2020-07-13 13:05:27","R_11X94tFpKOe3ItX",NA,NA,NA,NA,42.4985961914062,-83.4792022705078,"anonymous","EN","Yes, I consent to participate","cdr","Asian","asian","Female",29,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour",8972,0,2020-07-13,"female","asian","HDSL",1703,60,3.98333333333333,1.47856626232658,4,60,1.83333333333333,1.94993843159358,1
"337","2020-07-139598","2020-07-13 12:02:09","2020-07-13 12:03:53","IP Address","24.60.249.55",100,103,"True","2020-07-13 12:03:53","R_2WwfgV707092Vd6",NA,NA,NA,NA,42.3473968505859,-71.158203125,"anonymous","EN","Yes, I consent to participate","cdr","White","I'm white","Female",22,"Some college, no degree","A few times a week","A few times a month","Within the past day",9598,0,2020-07-13,"female","white","HDSL",886,60,2.73333333333333,1.8120750037482,2,60,1.86666666666667,1.30795048196667,1
"338","2020-07-141450","2020-07-14 09:01:17","2020-07-14 09:04:41","IP Address","98.217.118.188",100,204,"True","2020-07-14 09:04:42","R_0v1CwBcCD1vAOdj",NA,NA,NA,NA,42.2463073730469,-70.997200012207,"anonymous","EN","Yes, I consent to participate","CDR","Other","German and African American","Female",50,"Some college, no degree","A few times a day","A few times a day","Within the past hour",1450,0,2020-07-14,"female","black or african american","HDSL",55,60,3.63333333333333,2.38616539886372,4,60,1.1,0.774596669241483,1
"339","2020-07-141657","2020-07-14 13:01:46","2020-07-14 13:03:37","IP Address","170.223.189.183",100,111,"True","2020-07-14 13:03:37","R_2zqd1WtLA8lBz77",NA,NA,NA,NA,42.5180969238281,-70.8990020751953,"anonymous","EN","Yes, I consent to participate","CDR","Other","Middle Eastern","Female",19,"Bachelor's degree","A few times a week","A few times a month","Within the past day",1657,0,2020-07-14,"female","asian","HDSL",387,60,2.01666666666667,1.17157964733794,2,60,1.25,0.571201528745046,1
"340","2020-07-141939","2020-07-14 15:01:04","2020-07-14 15:02:40","IP Address","98.118.49.15",100,95,"True","2020-07-14 15:02:40","R_3R7rnPJJeAaAwjl",NA,NA,NA,NA,42.5090026855469,-71.1984024047852,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese/ Asian ","Female",20,"Some college, no degree","A few times a day","A few times a day","Within the past hour",1939,0,2020-07-14,"female","asian","HDSL",1713,60,2.56666666666667,1.43049910297624,2,60,1.7,0.961989463982615,1
"341","2020-07-142663","2020-07-14 07:02:57","2020-07-14 07:04:32","IP Address","71.174.112.254",100,95,"True","2020-07-14 07:04:32","R_25zJmQ0zHQ1YAAE",NA,NA,NA,NA,42.5574951171875,-71.1735992431641,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Chinese","Female",25,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",2663,0,2020-07-14,"female","asian","HDSL",1269,60,4.96666666666667,1.86826001408422,5,60,1.8,1.49348869248357,1
"342","2020-07-143280","2020-07-14 08:15:08","2020-07-14 08:18:35","IP Address","73.58.159.243",100,207,"True","2020-07-14 08:18:36","R_21vas1PycQNutLk",NA,NA,NA,NA,36.1768951416016,-86.7339019775391,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","As a first-generation American, I am proud to be latina/hispanic. However, growing up, I was one of the only minorities in my community. Often times I feel silly checking the ""white"" category on those forms, as my experience has been different than many of my peers. ","Female",25,"Bachelor's degree","A few times a day","A few times a week","Within the past week",3280,0,2020-07-14,"female","hispanic","HDSL",2103,60,1.55,1.09583185645751,1,60,2.63333333333333,1.71698066351082,2
"343","2020-07-143434","2020-07-14 10:14:20","2020-07-14 10:16:55","IP Address","70.93.62.24",100,154,"True","2020-07-14 10:16:55","R_2TYMaIGkDeJHpFz",NA,NA,NA,NA,32.4866943359375,-114.782699584961,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","Native American (Mississippi Choctaw) and Mexican","Female",19,"Some college, no degree","A few times a week","A few times a month","Within the past week",3434,0,2020-07-14,"female","hispanic","HDSL",292,60,4,1.16444501947916,4,60,3.18333333333333,2.11925527906694,3
"344","2020-07-143619","2020-07-14 09:03:00","2020-07-14 09:04:50","IP Address","71.232.170.106",100,109,"True","2020-07-14 09:04:50","R_3scqITYEN8Jgl4h",NA,NA,NA,NA,42.1475982666016,-71.5318984985352,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","Latina","Female",21,"Bachelor's degree","A few times a day","A few times a week","Within the past day",3619,0,2020-07-14,"female","white","HDSL",2354,60,2.18333333333333,1.5458162965239,2,60,2.75,2.30419661355065,1.5
"345","2020-07-143704","2020-07-14 09:17:04","2020-07-14 09:19:01","IP Address","24.61.40.231",100,117,"True","2020-07-14 09:19:02","R_3j0aKVCvebB4769",NA,NA,NA,NA,42.3907012939453,-71.1349029541016,"anonymous","EN","Yes, I consent to participate","cdr","White","I am a european mutt, pretty plainly white","Male",21,"Some college, no degree","A few times a month","A few times a month","Within the past day",3704,0,2020-07-14,"male","hispanic","HDSL",1845,60,4.26666666666667,1.21942841106705,4,60,3.86666666666667,1.70210902742537,4
"346","2020-07-144513","2020-07-14 15:01:50","2020-07-14 15:03:45","IP Address","73.231.39.177",100,114,"True","2020-07-14 15:03:45","R_2zuVBOl5C66MbHC",NA,NA,NA,NA,37.2601928710938,-121.770904541016,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian American","Female",21,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",4513,0,2020-07-14,"female","asian","HDSL",619,60,3.8,1.44738220737899,4,60,2.1,1.46946317881678,1
"347","2020-07-145465","2020-07-14 10:01:20","2020-07-14 10:03:12","IP Address","184.59.237.236",100,112,"True","2020-07-14 10:03:13","R_5cCtsWHflb0ds4h",NA,NA,NA,NA,44.2769927978516,-88.4011001586914,"anonymous","EN","Yes, I consent to participate","CDR","White","Caucasian most likely, as I am ethnically Russian ","Female",27,"Master's degree","A few times a day","A few times an hour","Within the past hour",5465,0,2020-07-14,"female","white","HDSL",1920,60,4.65,1.98148206816026,5,60,2.45,2.01204003060222,1
"348","2020-07-145788","2020-07-14 13:00:19","2020-07-14 13:02:23","IP Address","71.187.155.58",100,124,"True","2020-07-14 13:02:24","R_1N2Ggbx46MtbY3h",NA,NA,NA,NA,40.9864044189453,-74.111198425293,"anonymous","EN","Yes, I consent to participate","CDR","White","White, non-Hispanic ","Female",22,"Bachelor's degree","A few times a day","A few times a week","Within the past hour",5788,0,2020-07-14,"female","white","HDSL",1534,60,3.63333333333333,1.54004915909505,4,60,2.48333333333333,1.66205576877886,2
"349","2020-07-145956","2020-07-14 14:01:42","2020-07-14 14:03:04","IP Address","24.63.251.147",100,82,"True","2020-07-14 14:03:05","R_3M6cpAj28WVVTHe",NA,NA,NA,NA,42.3648986816406,-71.0987014770508,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","African American","Male",33,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",5956,0,2020-07-14,"male","black or african american","HDSL",1298,60,3.28333333333333,2.43624931697544,2,60,2.18333333333333,2.19777751119183,1
"350","2020-07-148524","2020-07-14 08:01:10","2020-07-14 08:03:01","IP Address","74.101.134.241",100,111,"True","2020-07-14 08:03:02","R_1FE8R6hQdIQJPSq",NA,NA,NA,NA,40.6286010742188,-73.9390029907227,"anonymous","EN","Yes, I consent to participate","CDR","Black or African American","Black
Caribbean-American
Jamaican American","Male",28,"Bachelor's degree","A few times a week","A few times a week","Within the past week",8524,0,2020-07-14,"male","black or african american","HDSL",1476,60,2.38333333333333,1.02662300883035,2,60,2.45,1.48922684980143,2
"351","2020-07-149368","2020-07-14 11:01:20","2020-07-14 11:02:43","IP Address","24.60.0.172",100,83,"True","2020-07-14 11:02:44","R_1LIFKy0D3NoDOYA",NA,NA,NA,NA,42.3648986816406,-71.0987014770508,"anonymous","EN","Yes, I consent to participate","cdr","White","Jewish, non-binary isn't usually listed","Non-binary",22,"Some college, no degree","A few times a day","A few times a day","Within the past day",9368,0,2020-07-14,"non-binary","white","HDSL",2868,60,2.76666666666667,2.00310493447824,2,49,1.71428571428571,1.52752523165195,1
"352","2020-07-154744","2020-07-15 09:02:57","2020-07-15 09:05:44","IP Address","98.4.201.56",100,166,"True","2020-07-15 09:05:44","R_3s50zK8IMb4ZtGj",NA,NA,NA,NA,42.8860931396484,-78.7456970214844,"anonymous","EN","Yes, I consent to participate","cdr","White","White; American; of Italian and Polish descent.","Male",37,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",4744,0,2020-07-15,"male","white","HDSL",964,60,3.95,1.64084517287766,4,60,2.51666666666667,2.43903055669608,1
"353","2020-07-157556","2020-07-15 15:09:34","2020-07-15 15:11:10","IP Address","67.173.97.159",100,95,"True","2020-07-15 15:11:10","R_UG5YVHP6MiVq4Zr",NA,NA,NA,NA,40.0746002197266,-88.1690979003906,"anonymous","EN","Yes, I consent to participate","cdr","White","Caucasian. White","Female",22,"Bachelor's degree","A few times a week","A few times a day","Within the past day",7556,0,2020-07-15,"female","white","HDSL",1741,60,3.3,1.63955347373007,3,60,2.55,1.64084517287766,2
"354","2020-07-158313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","asian","HDSL",450,60,4.78333333333333,2.27060558387275,5,60,4.85,2.26861415174364,6
"355","2020-07-158433","2020-07-15 10:01:39","2020-07-15 10:02:44","IP Address","151.205.113.110",100,64,"True","2020-07-15 10:02:44","R_agAw1HJqUwmPv4R",NA,NA,NA,NA,40.8527069091797,-73.9383010864258,"anonymous","EN","Yes, I consent to participate","CDR","Asian","asian; east asian ","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past day",8433,0,2020-07-15,"female","asian","HDSL",1493,60,1.7,1.0300567698688,1,60,1.91666666666667,1.16868268107282,2
