"","primary.id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1","Q2","self.race","self.race.free","gender","age","education","covid.usage","pre.covid.usage","last.login","subject_id","date","subject_gender_RA","subject_race_RA"
"374","2020-07-172890","2020-07-17 15:01:22","2020-07-17 15:03:09","IP Address","70.112.39.113",100,106,"True","2020-07-17 15:03:09","R_OqGIPZLHl1aFnJT",NA,NA,NA,NA,30.3773040771484,-97.7099990844727,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Taiwanese, Asian","Male",19,"Some college, no degree","A few times a day","A few times a week","Within the past day",2890,2020-07-17,"male","asian"
"375","2020-07-173170","2020-07-17 10:34:07","2020-07-17 10:36:31","IP Address","69.250.228.16",100,144,"True","2020-07-17 10:36:32","R_28MsEEcwReUEbI6",NA,NA,NA,NA,38.8865051269531,-77.0911026000977,"anonymous","EN","Yes, I consent to participate","cdr","White","white, not hispanic/latino","Female",24,"Master's degree","A few times a day","A few times a day","Within the past day",3170,2020-07-17,"female","white"
"376","2020-07-173661","2020-07-17 10:02:59","2020-07-17 10:05:25","IP Address","71.232.31.223",100,146,"True","2020-07-17 10:05:26","R_25KktCLLBso1O4y",NA,NA,NA,NA,42.3473968505859,-71.158203125,"anonymous","EN","Yes, I consent to participate","cdr","White","I am white and my ethnicity is Polish American. This is typically how I answer this question even though I have never been to Poland","Male",26,"Professional degree","A few times a day","A few times a day","Within the past hour",3661,2020-07-17,"female","white"
"377","2020-07-173945","2020-07-17 11:56:13","2020-07-17 11:59:27","IP Address","200.69.195.2",100,194,"True","2020-07-17 11:59:28","R_vMiKHIcpFgKPOYp",NA,NA,NA,NA,-34.6020965576172,-58.3844985961914,"anonymous","EN","Yes, I consent to participate","CDR","Other","I would link myself to European and Jewish with LatinAmerican culture","Female",40,"Doctoral degree","A few times an hour","A few times an hour","Within the past hour",3945,2020-07-17,"female","hispanic"
"378","2020-07-174114","2020-07-17 13:02:10","2020-07-17 13:04:06","IP Address","97.70.157.243",100,115,"True","2020-07-17 13:04:06","R_3RwOEx6cUhGonUn",NA,NA,NA,NA,42.4985961914062,-83.4792022705078,"anonymous","EN","Yes, I consent to participate","CDR","Asian","I am a Hindu","Male",29,"Master's degree","A few times a day","A few times a month","Within the past day",4114,2020-07-17,"male","asian"
"379","2020-07-174468","2020-07-17 14:52:45","2020-07-17 14:55:56","IP Address","108.83.78.27",100,190,"True","2020-07-17 14:55:56","R_22Fl8aXbQw8kKot",NA,NA,NA,NA,32.7330932617188,-116.959701538086,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","i would define my ethnicity as family oriented and hardworking.","Female",20,"Some college, no degree","A few times a day","A few times a week","Within the past day",4468,2020-07-17,"female","hispanic"
"380","2020-07-174518","2020-07-17 16:03:23","2020-07-17 16:04:46","IP Address","65.112.8.59",100,83,"True","2020-07-17 16:04:46","R_1Fndh1SgjQ8QN40",NA,NA,NA,NA,42.3737030029297,-71.1284027099609,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Bengali (South Asian)","Male",22,"Bachelor's degree","A few times a day","A few times a week","Within the past hour",4518,2020-07-17,"male","asian"
"381","2020-07-177237","2020-07-17 09:01:39","2020-07-17 09:04:34","IP Address","24.60.180.22",100,174,"True","2020-07-17 09:04:34","R_264llMrjHM3O7VP",NA,NA,NA,NA,42.2518005371094,-71.0804977416992,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese","Female",31,"Bachelor's degree","A few times a day","A few times a day","Within the past day",7237,2020-07-17,"female","asian"
"382","2020-07-177503","2020-07-17 09:03:03","2020-07-17 09:05:50","IP Address","209.6.73.90",100,167,"True","2020-07-17 09:05:50","R_2ZBVckeqv2cJIHb",NA,NA,NA,NA,42.3473968505859,-71.158203125,"anonymous","EN","Yes, I consent to participate","cdr","White","White/Caucasian","Female",26,"Bachelor's degree","A few times a week","A few times a week","Within the past day",7503,2020-07-17,"female","white"
"383","2020-07-177609","2020-07-17 08:04:30","2020-07-17 08:09:52","IP Address","99.182.205.83",100,322,"True","2020-07-17 08:09:53","R_2EofEPliS3yKNDw",NA,NA,NA,NA,33.0928039550781,-96.6454010009766,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","African
Why do they want to know","Female",48,"Bachelor's degree","A few times a day","A few times a week","Within the past day",7609,2020-07-17,"female","black or african american"
"384","2020-07-178265","2020-07-17 13:12:06","2020-07-17 13:14:12","IP Address","209.6.54.225",100,125,"True","2020-07-17 13:14:12","R_2Vps0TVjfMlZBUV",NA,NA,NA,NA,42.3995971679688,-71.1246032714844,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian","Female",36,"Master's degree","A few times a day","A few times a day","Within the past day",8265,2020-07-17,"female","asian"
"385","2020-07-178429","2020-07-17 10:03:24","2020-07-17 10:05:21","IP Address","73.126.99.253",100,116,"True","2020-07-17 10:05:21","R_2TZ9HvYlPdZ9IRl",NA,NA,NA,NA,42.3737030029297,-71.1284027099609,"anonymous","EN","Yes, I consent to participate","Cdr","White","White. Jewish. Eastern European. I don't usually give it much though and just select white/caucasian","Male",35,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",8429,2020-07-17,"male","white"
"386","2020-07-179029","2020-07-17 09:20:16","2020-07-17 09:23:41","IP Address","23.114.234.167",100,205,"True","2020-07-17 09:23:41","R_ODPV2yYyjm6arZL",NA,NA,NA,NA,30.0034942626953,-90.0606994628906,"anonymous","EN","Yes, I consent to participate","cdr","White","White. ","Female",29,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",9029,2020-07-17,"female","white"
"387","2020-07-185395","2020-07-18 09:05:10","2020-07-18 09:07:07","IP Address","70.160.62.141",100,116,"True","2020-07-18 09:07:07","R_3jfBicsgRKU8Yoq",NA,NA,NA,NA,36.7969055175781,-76.1797027587891,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian, Korean-American","Male",21,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",5395,2020-07-18,"male","asian"
"388","2020-07-202937","2020-07-20 12:18:32","2020-07-20 12:21:49","IP Address","66.31.134.126",100,197,"True","2020-07-20 12:21:50","R_2P822614fnmLpUw",NA,NA,NA,NA,42.3513031005859,-71.3626022338867,"anonymous","EN","Yes, I consent to participate","cdr","Other","Ashkenazi","Male",58,"Doctoral degree","A few times a week","A few times a year","Within the past week",2937,2020-07-20,"male","white"
"389","2020-07-204170","2020-07-20 19:04:15","2020-07-20 19:06:36","IP Address","32.214.142.136",100,140,"True","2020-07-20 19:06:36","R_2BkEsj8LaYN6pNp",NA,NA,NA,NA,41.2686004638672,-72.9651031494141,"anonymous","EN","Yes, I consent to participate","CDR","White","I''m white with Italian and Irish ancestry ","Female",35,"Master's degree","A few times an hour","A few times a day","Within the past hour",4170,2020-07-20,"female","white"
"390","2020-07-204200","2020-07-20 17:07:46","2020-07-20 17:10:07","IP Address","173.48.96.205",100,140,"True","2020-07-20 17:10:07","R_2usWGS41RNuy1W1",NA,NA,NA,NA,42.4178009033203,-71.1134033203125,"anonymous","EN","Yes, I consent to participate","CDR","Black or African American","I would describe myself as Nigerian first (instead of just simply Black American), though I would also include that I am a black man.","Male",20,"Graduated high school","A few times an hour","A few times an hour","Within the past hour",4200,2020-07-20,"male","black or african american"
"391","2020-07-204930","2020-07-20 15:00:46","2020-07-20 15:03:21","IP Address","71.105.78.214",100,154,"True","2020-07-20 15:03:21","R_1X4LbMicPd4caGt",NA,NA,NA,NA,40.9483947753906,-73.7323989868164,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Half Korean, half Taiwanese
On official forms, I normally tick Asian/Asian American","Female",21,"Some college, no degree","A few times a day","A few times a day","Within the past day",4930,2020-07-20,"female","asian"
"392","2020-07-204992","2020-07-20 09:00:12","2020-07-20 09:01:35","IP Address","173.16.246.55",100,82,"True","2020-07-20 09:01:35","R_2Yc6Y8sbKTGKFcp",NA,NA,NA,NA,30.4002990722656,-87.0288009643555,"anonymous","EN","Yes, I consent to participate","cdr","White","white","Female",22,"Bachelor's degree","A few times an hour","A few times a day","Within the past hour",4992,2020-07-20,"female","white"
"393","2020-07-206429","2020-07-20 13:01:08","2020-07-20 13:02:42","IP Address","47.145.128.232",100,94,"True","2020-07-20 13:02:42","R_2ym6qapFrqRjlVY",NA,NA,NA,NA,34.0964050292969,-117.968200683594,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian (Chinese American)","Male",18,"Some college, no degree","A few times a day","A few times a day","Within the past hour",6429,2020-07-20,"male","asian"
"394","2020-07-211612","2020-07-21 09:22:49","2020-07-21 09:25:18","IP Address","96.255.57.243",100,148,"True","2020-07-21 09:25:18","R_1DUUyl0T9blwqRU",NA,NA,NA,NA,38.9779052734375,-77.0805969238281,"anonymous","EN","Yes, I consent to participate","cdr","White","White","Female",60,"Bachelor's degree","A few times a week","A few times a week","Within the past week",1612,2020-07-21,"female","white"
"395","2020-07-212101","2020-07-21 10:00:42","2020-07-21 10:02:43","IP Address","65.112.8.21",100,120,"True","2020-07-21 10:02:43","R_3HOdhnoyPsjWryg",NA,NA,NA,NA,42.3737030029297,-71.1284027099609,"anonymous","EN","Yes, I consent to participate","cdr","White","Caucasian / White. If I had to give something more specific I guess French Canadian heritage","Male",27,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",2101,2020-07-21,"male","white"
"396","2020-07-212475","2020-07-21 13:04:23","2020-07-21 13:44:56","IP Address","107.77.211.65",100,2433,"True","2020-07-21 13:44:57","R_3rSSVpAK7uecTNe",NA,NA,NA,NA,37.8567047119141,-122.02180480957,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I'm Asian, more specifically Chinese. ","Female",22,"Bachelor's degree","A few times a month","A few times a week","Within the past week",2475,2020-07-21,"female","asian"
"397","2020-07-212887","2020-07-21 08:00:22","2020-07-21 08:02:22","IP Address","209.6.137.125",100,119,"True","2020-07-21 08:02:22","R_1OwahuSSAAfEIK1",NA,NA,NA,NA,42.3267974853516,-71.1341018676758,"anonymous","EN","Yes, I consent to participate","cdr","White","white","Female",56,"Master's degree","A few times a day","A few times a day","Within the past hour",2887,2020-07-21,"female","white"
"398","2020-07-213081","2020-07-21 15:14:20","2020-07-21 15:17:48","IP Address","24.168.9.68",100,207,"True","2020-07-21 15:17:48","R_3ptHGpwBjQSKoPU",NA,NA,NA,NA,40.6002044677734,-74.1468963623047,"anonymous","EN","Yes, I consent to participate","CDR","White","European White","Female",46,"Master's degree","A few times a day","A few times a day","Within the past hour",3081,2020-07-21,"female","white"
"399","2020-07-213488","2020-07-21 14:05:58","2020-07-21 14:09:57","IP Address","209.94.141.43",100,239,"True","2020-07-21 14:09:57","R_2veJxW2ZCTNVWlY",NA,NA,NA,NA,42.3473968505859,-71.158203125,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am an Indian. It does differentiate us from each other on the basis of origin and birth country. But it also scares us when we are in the new country and we have to answer these questions where we have a fear being considered as an outsider.","Female",27,"Master's degree","A few times a day","A few times a day","Within the past day",3488,2020-07-21,"female","other"
"400","2020-07-214079","2020-07-21 14:07:22","2020-07-21 14:09:16","IP Address","73.149.156.54",100,114,"True","2020-07-21 14:09:16","R_3KRAlSt9gRlEVDH",NA,NA,NA,NA,43.6443939208984,-72.2454986572266,"anonymous","EN","Yes, I consent to participate","cdr","White","White, I feel I fit into that category","Female",21,"Some college, no degree","A few times a week","A few times a week","Within the past day",4079,2020-07-21,"female","white"
"401","2020-07-215027","2020-07-21 09:05:32","2020-07-21 09:07:24","IP Address","76.24.26.227",100,112,"True","2020-07-21 09:07:25","R_2aRfarZ4DhDqZMW",NA,NA,NA,NA,42.3648986816406,-71.0987014770508,"anonymous","EN","Yes, I consent to participate","cdr","White","Caucasian","Female",28,"Master's degree","A few times a week","A few times a month","Within the past day",5027,2020-07-21,"female","white"
"402","2020-07-216313","2020-07-21 08:01:51","2020-07-21 08:03:52","IP Address","73.38.15.53",100,120,"True","2020-07-21 08:03:52","R_3oOdgwtlrxsCqRn",NA,NA,NA,NA,42.4810028076172,-71.1563034057617,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","Black. I prefer using just black as opposed to African american","Female",29,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",6313,2020-07-21,"female","black or african american"
"403","2020-07-217019","2020-07-21 11:02:10","2020-07-21 11:05:45","IP Address","71.64.8.187",100,215,"True","2020-07-21 11:05:45","R_2zhGg8gmao0kHOQ",NA,NA,NA,NA,41.2778930664062,-84.3578033447266,"anonymous","EN","Yes, I consent to participate","cdr","White","To me i would say that my race is caucasion and we are one in the biggest races in the united states of america . The thing that comes to my mind when i hear about this is that we are friendly people that are liked by every one ","Male",36,"Graduated high school","A few times an hour","A few times an hour","Within the past hour",7019,2020-07-21,"male","white"
"404","2020-07-217318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","white"
"405","2020-07-217430","2020-07-21 12:01:52","2020-07-21 12:07:46","IP Address","73.77.127.118",100,354,"True","2020-07-21 12:07:47","R_yQ2A1YlXSYsgkP7",NA,NA,NA,NA,29.3643035888672,-94.9710006713867,"anonymous","EN","Yes, I consent to participate","CDR","Two or more","For ethnicity, I consider myself Hispanic and Latinx, more specifically Mexican-American or Chicana. When asked solely for my race, I indicate ""White"" on forms. When there's an option to select ""Hispanic"" or ""Latinx"" as my ethnicity/race, I select that if I can only choose one. If I can choose two or more, I select White and Hispanic/Latinx.","Female",20,"Bachelor's degree","A few times a day","A few times a week","Within the past hour",7430,2020-07-21,"female","hispanic"
"406","2020-07-218631","2020-07-21 10:02:02","2020-07-21 10:04:21","IP Address","209.6.89.182",100,138,"True","2020-07-21 10:04:21","R_3MQf8BJFBjzFN75",NA,NA,NA,NA,42.3995971679688,-71.1246032714844,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","Spanish and Filipino","Male",36,"Master's degree","A few times a day","A few times a day","Within the past hour",8631,2020-07-21,"male","hispanic"
"407","2020-07-221608","2020-07-22 17:26:49","2020-07-22 17:30:50","IP Address","73.135.36.3",100,241,"True","2020-07-22 17:30:51","R_3iFpgS8bLYaRhxk",NA,NA,NA,NA,38.9172058105469,-77.0708999633789,"anonymous","EN","Yes, I consent to participate","Cdr","White","white","Female",62,"Professional degree","A few times a week","A few times a month","Within the past hour",1608,2020-07-22,"female","white"
"408","2020-07-221754","2020-07-22 09:01:28","2020-07-22 09:03:51","IP Address","209.6.48.167",100,142,"True","2020-07-22 09:03:51","R_1gkgsizHZo9sHQV",NA,NA,NA,NA,42.3796997070312,-71.103401184082,"anonymous","EN","Yes, I consent to participate","cdr","White","White","Male",29,"Master's degree","A few times a day","A few times a day","Within the past day",1754,2020-07-22,"male","white"
"409","2020-07-221758","2020-07-22 13:17:57","2020-07-22 13:21:51","IP Address","73.89.26.115",100,234,"True","2020-07-22 13:21:51","R_5hGANKaQEISKbo5",NA,NA,NA,NA,42.3796997070312,-71.103401184082,"anonymous","EN","Yes, I consent to participate","cdr","Asian","to describe in my own words: Chinese
to fill in official forms: Asian ","Female",28,"Master's degree","A few times a week","A few times a week","Within the past month",1758,2020-07-22,"female","asian"
"410","2020-07-225089","2020-07-22 18:17:43","2020-07-22 18:19:09","IP Address","173.48.194.33",100,85,"True","2020-07-22 18:19:09","R_56FawZcAenHs97H",NA,NA,NA,NA,42.3934936523438,-71.1836013793945,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese","Female",19,"Some college, no degree","A few times a month","A few times a month","Within the past day",5089,2020-07-22,"female","asian"
"411","2020-07-226911","2020-07-22 09:16:49","2020-07-22 09:18:44","IP Address","75.162.251.38",100,115,"True","2020-07-22 09:18:44","R_22FFrxccPnVkKN3",NA,NA,NA,NA,41.6244049072266,-93.6694030761719,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am Vietnamese-American. I usually just put Asian or East asian when that appears on questions on official forms","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past day",6911,2020-07-22,"female","asian"
"412","2020-07-228058","2020-07-22 12:00:43","2020-07-22 12:02:28","IP Address","65.190.58.86",100,104,"True","2020-07-22 12:02:28","R_11aW4MGFh2ULyUj",NA,NA,NA,NA,35.7964935302734,-78.7981033325195,"anonymous","EN","Yes, I consent to participate","CDR","White","white","Female",28,"Doctoral degree","A few times a day","A few times a day","Within the past day",8058,2020-07-22,"female","white"
"413","2020-07-229286","2020-07-22 08:18:48","2020-07-22 08:22:09","IP Address","209.94.134.185",100,200,"True","2020-07-22 08:22:09","R_BYdWp04vB8noPhn",NA,NA,NA,NA,42.4125061035156,-71.0034027099609,"anonymous","EN","Yes, I consent to participate","cdr","White","Caucasian, US states citizen","Male",51,"Some college, no degree","A few times a day","A few times a day","Within the past hour",9286,2020-07-22,"male","white"
"414","2020-07-231678","2020-07-23 12:07:59","2020-07-23 12:10:07","IP Address","24.61.47.6",100,128,"True","2020-07-23 12:10:08","R_1rufP1Yd2vaULgn",NA,NA,NA,NA,42.3907012939453,-71.1349029541016,"anonymous","EN","Yes, I consent to participate","cdr","White","White Caucasian","Female",47,"Bachelor's degree","A few times an hour","A few times a day","Within the past hour",1678,2020-07-23,"female","white"
"415","2020-07-232304","2020-07-23 12:33:49","2020-07-23 12:36:03","IP Address","108.185.104.153",100,134,"True","2020-07-23 12:36:03","R_3JsCyLK6SEOSElt",NA,NA,NA,NA,34.1448974609375,-118.388702392578,"anonymous","EN","Yes, I consent to participate","cdr","White","white and jewish","Female",20,"Some college, no degree","A few times a day","A few times a day","Within the past day",2304,2020-07-23,"female","white"
"416","2020-07-232902","2020-07-23 13:11:27","2020-07-23 13:13:16","IP Address","65.96.164.175",100,109,"True","2020-07-23 13:13:17","R_yJabSS0l86sjPA5",NA,NA,NA,NA,42.3648986816406,-71.0987014770508,"anonymous","EN","Yes, I consent to participate","cdr","White","White, Caucasian, mixed-European","Male",30,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour",2902,2020-07-23,"male","white"
"417","2020-07-233231","2020-07-23 13:18:34","2020-07-23 13:20:02","IP Address","73.208.186.104",100,88,"True","2020-07-23 13:20:02","R_AcIOvziF9W5amQ1",NA,NA,NA,NA,39.7696990966797,-89.6885986328125,"anonymous","EN","Yes, I consent to participate","CDR","White","White/Caucasian","Female",26,"Master's degree","A few times a day","A few times a day","Within the past hour",3231,2020-07-23,"female","white"
"418","2020-07-234301","2020-07-23 14:07:26","2020-07-23 14:10:12","IP Address","186.90.224.178",100,166,"True","2020-07-23 14:10:13","R_qCSxtg4ho69JKV3",NA,NA,NA,NA,10.5048065185547,-66.9207992553711,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","Latin","Female",60,"Master's degree","A few times a day","A few times a day","Within the past hour",4301,2020-07-23,"female","hispanic"
"419","2020-07-234659","2020-07-23 14:01:59","2020-07-23 14:04:08","IP Address","162.234.254.18",100,128,"True","2020-07-23 14:04:09","R_3385JPrKTQkfMEy",NA,NA,NA,NA,37.9248962402344,-122.509994506836,"anonymous","EN","Yes, I consent to participate","cdr","Asian","South Asian","Male",20,"Some college, no degree","A few times a day","A few times a day","Within the past day",4659,2020-07-23,"male","other"
"420","2020-07-235213","2020-07-23 09:03:19","2020-07-23 09:05:38","IP Address","73.187.218.26",100,139,"True","2020-07-23 09:05:39","R_eJbtowcouwLR8v7",NA,NA,NA,NA,40.7957000732422,-77.8618011474609,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese. Usually, these categories are extremely broad.","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",5213,2020-07-23,"female","asian"
"421","2020-07-235637","2020-07-23 11:28:23","2020-07-23 11:29:36","IP Address","73.47.223.127",100,73,"True","2020-07-23 11:29:37","R_dbURdF6BpH48dVf",NA,NA,NA,NA,42.3639984130859,-71.026496887207,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Taiwanese American ","Female",27,"Master's degree","A few times a week","A few times a week","Within the past hour",5637,2020-07-23,"female","asian"
"422","2020-07-235783","2020-07-23 17:01:31","2020-07-23 17:03:21","IP Address","96.232.40.36",100,109,"True","2020-07-23 17:03:21","R_2wzWACh3r8eYe3m",NA,NA,NA,NA,40.6446075439453,-73.9742965698242,"anonymous","EN","Yes, I consent to participate","cdr","White","Polish","Female",20,"Some college, no degree","A few times a day","A few times a week","Within the past day",5783,2020-07-23,"female","white"
"423","2020-07-235826","2020-07-23 10:30:47","2020-07-23 10:33:37","IP Address","172.58.158.207",100,170,"True","2020-07-23 10:33:37","R_3OlvWgsOi2XQIlO",NA,NA,NA,NA,35.2722015380859,-80.9542999267578,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","African American just to know im blessed knowing who.i am ","Male",32,"Graduated high school","A few times a day","A few times an hour","Within the past hour",5826,2020-07-23,"male","black or african american"
"424","2020-07-236072","2020-07-23 12:21:58","2020-07-23 12:50:28","IP Address","198.54.106.91",100,1710,"True","2020-07-23 12:50:29","R_2al8FB8NVemk8Cr",NA,NA,NA,NA,41.8881988525391,-87.6164016723633,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese, Asian - I generally look for the Asian and Pacific Islander choice","Female",22,"Bachelor's degree","A few times a week","A few times a day","Within the past day",6072,2020-07-23,"female","asian"
"425","2020-07-236585","2020-07-23 10:14:25","2020-07-23 10:16:22","IP Address","66.31.108.127",100,116,"True","2020-07-23 10:16:22","R_3HuFjearNpHh7uw",NA,NA,NA,NA,42.3724975585938,-71.181396484375,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I'm an American and my ethnicity is Asian.","Female",25,"Bachelor's degree","A few times a month","A few times a year","Within the past month",6585,2020-07-23,"female","asian"
"426","2020-07-236755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","asian"
"427","2020-07-237214","2020-07-23 11:17:55","2020-07-23 11:19:33","IP Address","68.132.62.253",100,97,"True","2020-07-23 11:19:33","R_6SebzwtIaY3SPtv",NA,NA,NA,NA,40.8108062744141,-73.36669921875,"anonymous","EN","Yes, I consent to participate","CDR","White","I would describe myself as white. I wouldn't write anything else on official forms.","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",7214,2020-07-23,"female","white"
"428","2020-07-237615","2020-07-23 10:08:48","2020-07-23 10:10:48","IP Address","71.239.156.100",100,119,"True","2020-07-23 10:10:48","R_3kA1vuCchdiqVLq",NA,NA,NA,NA,41.8972015380859,-87.6195983886719,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","I consider myself North African but if that is not an option on an official form I usually opt for White.","Female",18,"Some college, no degree","A few times a week","Never","Within the past day",7615,2020-07-23,"female","asian"
"429","2020-07-237650","2020-07-23 12:31:28","2020-07-23 12:34:01","IP Address","72.201.22.246",100,152,"True","2020-07-23 12:34:01","R_3MQj5izIpFGNFfs",NA,NA,NA,NA,33.4306030273438,-111.925598144531,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","Hispanic, race wise idk what to put but my parents are from south and central america","Female",26,"Master's degree","A few times an hour","A few times an hour","Within the past hour",7650,2020-07-23,"female","hispanic"
"430","2020-07-238755","2020-07-23 13:43:38","2020-07-23 13:45:09","IP Address","204.195.137.105",100,90,"True","2020-07-23 13:45:09","R_2656nnphjBoqP9e",NA,NA,NA,NA,25.8195953369141,-80.1378021240234,"anonymous","EN","Yes, I consent to participate","cdr","White","White","Female",24,"Master's degree","A few times a day","A few times a day","Within the past day",8755,2020-07-23,"female","white"
"431","2020-07-239752","2020-07-23 19:27:32","2020-07-23 19:30:51","IP Address","24.11.202.48",100,199,"True","2020-07-23 19:30:51","R_3EmzoNumCgzh2av",NA,NA,NA,NA,37.0634002685547,-88.663200378418,"anonymous","EN","Yes, I consent to participate","cdr","White","white","Female",39,"Some college, no degree","A few times a day","A few times a day","Within the past hour",9752,2020-07-23,"female","white"
"432","2020-07-239814","2020-07-23 14:02:35","2020-07-23 14:05:53","IP Address","71.235.193.113",100,197,"True","2020-07-23 14:05:53","R_VR1IUChzgJWvUkN",NA,NA,NA,NA,42.4178009033203,-71.1134033203125,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian Indian, from India","Male",69,"Master's degree","A few times a day","A few times a day","Within the past day",9814,2020-07-23,"male","asian"
"433","2020-07-241933","2020-07-24 08:00:53","2020-07-24 08:02:24","IP Address","98.220.238.5",100,91,"True","2020-07-24 08:02:25","R_2ScdUQwUardh9aT",NA,NA,NA,NA,42.0549926757812,-87.6950988769531,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian","Male",19,"Some college, no degree","A few times a week","A few times a month","Within the past day",1933,2020-07-24,"male","asian"
"434","2020-07-241937","2020-07-24 12:32:21","2020-07-24 12:33:14","IP Address","98.220.238.5",100,53,"True","2020-07-24 12:33:15","R_2aJl229kxoYkHLA",NA,NA,NA,NA,42.0549926757812,-87.6950988769531,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Korean-American","Male",19,"Some college, no degree","A few times a week","A few times a week","Within the past day",1937,2020-07-24,"male","asian"
"435","2020-07-242099","2020-07-24 09:07:43","2020-07-24 09:09:20","IP Address","65.112.8.54",100,97,"True","2020-07-24 09:09:20","R_27dQgM4pJ4nP5zt",NA,NA,NA,NA,42.3737030029297,-71.1284027099609,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Asian American","Female",19,"Graduated high school","A few times a week","A few times a day","Within the past week",2099,2020-07-24,"female","asian"
"436","2020-07-242138","2020-07-24 12:29:23","2020-07-24 12:30:35","IP Address","71.204.120.52",100,72,"True","2020-07-24 12:30:35","R_2dMhK3NF3QqHKGp",NA,NA,NA,NA,33.9371948242188,-84.0791015625,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian, or if available, Chinese.","Male",19,"Some college, no degree","A few times a week","A few times a month","Within the past day",2138,2020-07-24,"male","asian"
"437","2020-07-242177","2020-07-24 11:32:40","2020-07-24 11:34:15","IP Address","144.92.194.68",100,95,"True","2020-07-24 11:34:16","R_1r3plHqbTyGfJAU",NA,NA,NA,NA,43.0653076171875,-89.4000015258789,"anonymous","EN","Yes, I consent to participate","cdr","White","I am white, and mostly European decent. ","Female",25,"Bachelor's degree","A few times a day","A few times a day","Within the past day",2177,2020-07-24,"female","white"
"438","2020-07-242203","2020-07-24 13:17:40","2020-07-24 13:20:11","IP Address","77.111.246.13",100,151,"True","2020-07-24 13:20:12","R_1feirAPxPbCeUne",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes, I consent to participate","cdr","White","White of European decent","Female",34,"Master's degree","A few times a week","A few times a month","Within the past day",2203,2020-07-24,"female","white"
"439","2020-07-242205","2020-07-24 13:04:23","2020-07-24 13:08:22","IP Address","174.197.143.123",100,238,"True","2020-07-24 13:08:22","R_3HzchLFw9kK0JkQ",NA,NA,NA,NA,40.6186065673828,-73.9272003173828,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","African American

My parents and I are from Ghana","Female",18,"Some college, no degree","A few times a month","Never","Within the past hour",2205,2020-07-24,"female","black or african american"
"440","2020-07-242207","2020-07-24 10:02:55","2020-07-24 10:04:31","IP Address","45.50.18.170",100,96,"True","2020-07-24 10:04:31","R_3Q04usw7G6795Vm",NA,NA,NA,NA,33.9299926757812,-117.947700500488,"anonymous","EN","Yes, I consent to participate","CDR","Hispanic","Mexican/Salvadorian","Female",23,"Associate's degree","A few times a day","Never","Within the past hour",2207,2020-07-24,"female","hispanic"
