"","user_age","clean_edu","user_frequency","user_genre","genre.match","rating.y","rec_gender","rec_race","clicked","race.simple.f","user_gender","user_id","in.group.lax","prediction.slow","rank.slow","top","prediction.fast","rank.fast"
"2498",20,"less.than.bachelors","Several times a week","Science Fiction",0,9,"Male","White",0,"White","Male","ddXc8zGlCs",TRUE,0.2952,20,FALSE,0.0336,38
"2499",35,"more.than.bachelors","Several times a month","Action and adventure",1,9,"Male","White",1,"White","Male","dmdcJlmqta",TRUE,0.0696,10,FALSE,0.1552,6
"2500",24,"bachelors","Several times a month","Comedy",0,9,"Male","Black",0,"White","Female","qyiNjBDsy3",FALSE,0.0096,40,FALSE,0.2972,7
"2501",43,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Female","White",1,"White","Male","ymNVkezCQA",TRUE,0.932,2,TRUE,0.3812,4
"2502",19,"less.than.bachelors","Once a month","Science Fiction",0,9,"Female","White",1,"Black","Female","hni9DEkUGb",TRUE,0.2568,4,TRUE,0.0984,7
"2503",20,"less.than.bachelors","Several times a month","Comedy",0,9,"Female","Hispanic",0,"Hispanic","Female","T0vnVA49MR",TRUE,0.0768,19,FALSE,0.0884,10
"2504",35,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",1,"White","Male","GDXJEfWNvM",TRUE,0.4216,3,TRUE,0.4364,3
"2505",29,"bachelors","Several times a week","Action and adventure",1,9,"Male","White",1,"Black","Male","psVN4xLzZ8",TRUE,0.4916,1,TRUE,0.2064,4
"2506",46,"more.than.bachelors","Every day","Drama",0,9,"Male","White",1,"White","Male","GtHrFhobXI",TRUE,0.3524,5,TRUE,0.4108,2
"2507",50,"more.than.bachelors","Several times a month","Other",0,9,"Female","Hispanic",0,"White","Female","CojjV9tz6U",TRUE,0.2184,36,FALSE,0.2868,29
"2508",23,"less.than.bachelors","Once a month","Horror",0,9,"Female","White",0,"White","Female","gOxPAfDAZI",TRUE,0.1964,7,FALSE,0.0984,30
"2509",29,"less.than.bachelors","Several times a month","Comedy",0,9,"Male","White",0,"Hispanic","Female","MWexoaWxVd",FALSE,0.0472,17,FALSE,0.0484,11
"2510",29,"bachelors","Several times a month","Comedy",0,9,"Male","White",0,"Hispanic","Female","r0N3HWgw1m",FALSE,0.1216,23,FALSE,0.056,30
"2511",26,"bachelors","Several times a week","Horror",0,9,"Female","White",0,"White","Female","fzsv7M2MZE",TRUE,0.0976,9,FALSE,0.2212,6
"2512",40,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Female","White",1,"White","Male","IZxUF8CIuN",TRUE,0.7776,1,TRUE,0.844,2
"2513",30,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",0,"White","Male","ZYCAHDL9xy",TRUE,0.064,17,FALSE,0.5556,2
"2514",21,"less.than.bachelors","Once a month","Action and adventure",1,10,"Male","White",0,"Hispanic","Female","Kj6SjScvuE",FALSE,0.1104,27,FALSE,0.23,6
"2515",35,"more.than.bachelors","Several times a week","Action and adventure",1,10,"Male","White",0,"White","Male","hQGtj1kKKY",TRUE,0.2948,5,TRUE,0.2064,15
"2516",27,"bachelors","A few times a year","Historical",0,10,"Female","Black",0,"White","Female","r3I6icZWNr",TRUE,0.1256,17,FALSE,0.1292,7
"2517",50,"bachelors","Several times a week","Science Fiction",0,10,"Male","White",0,"Hispanic","Male","MslIgvUCSY",TRUE,0.2032,14,FALSE,0.1852,13
"2518",22,"bachelors","Several times a month","Other",0,10,"Male","White",0,"White","Female","6Juo3GZZ8b",TRUE,0.0376,35,FALSE,0.0448,15
"2519",45,"more.than.bachelors","A few times a year","Historical",0,10,"Male","Hispanic",0,"White","Male","bZ0jAeMlih",TRUE,0.2972,2,TRUE,0.3216,2
"2520",30,"more.than.bachelors","A few times a year","Comedy",0,10,"Male","White",0,"White","Female","89FnYEsDw7",TRUE,0.1328,7,FALSE,0.0588,10
"2521",34,"less.than.bachelors","Several times a month","Drama",0,10,"Male","White",0,"White","Female","M1Cc5UBl5b",TRUE,0.1204,19,FALSE,0.0676,15
"2522",22,"less.than.bachelors","Several times a month","Horror",0,10,"Female","Hispanic",0,"White","Female","jwYOz2StS8",TRUE,0.1812,5,TRUE,0.1976,4
"2523",29,"bachelors","Several times a week","Action and adventure",1,10,"Male","Hispanic",1,"Black","Male","psVN4xLzZ8",TRUE,0.4324,3,TRUE,0.4368,2
"2524",22,"bachelors","Several times a month","Drama",0,10,"Male","White",0,"White","Female","RBhcyf0fDN",TRUE,0.0116,19,FALSE,0.0216,36
"2525",29,"bachelors","Several times a month","Comedy",0,10,"Female","White",0,"Hispanic","Female","r0N3HWgw1m",TRUE,0.0756,37,FALSE,0.1252,8
"2526",31,"bachelors","Once a month","Science Fiction",0,10,"Female","White",1,"White","Female","oE41lbDWiB",TRUE,0.1432,6,TRUE,0.0568,9
"2527",43,"more.than.bachelors","Several times a week","Animation",0,10,"Male","Black",1,"White","Male","moNRNvgIWu",TRUE,0.0724,5,TRUE,0.4804,4
"2528",31,"bachelors","Once a month","Horror",0,10,"Male","White",0,"Black","Male","hKh7rot50R",TRUE,0.1984,16,FALSE,0.0668,20
"2529",33,"less.than.bachelors","Several times a month","Horror",0,10,"Male","White",0,"White","Male","mHqCqThdDJ",TRUE,0.0472,36,FALSE,0.1072,39
"2530",37,"bachelors","Several times a month","Comedy",0,10,"Male","White",0,"White","Female","oPqz3EUbPj",TRUE,0.0884,12,FALSE,0.0928,12
"2531",44,"more.than.bachelors","Several times a week","Historical",0,10,"Male","White",1,"White","Male","hUsL08VZXx",TRUE,0.1476,5,TRUE,0.13,6
"2532",23,"less.than.bachelors","Once a month","Horror",0,10,"Male","White",0,"White","Female","gOxPAfDAZI",TRUE,0.0132,29,FALSE,0.088,39
"2533",31,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Female","Black",0,"Black","Male","H6CnY8zRGd",TRUE,0.1424,20,FALSE,0.2512,11
"2534",41,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Male","Black",0,"Black","Male","NrMSYhEtof",TRUE,0.1552,21,FALSE,0.5636,1
"2535",20,"less.than.bachelors","Several times a month","Comedy",0,10,"Male","White",0,"Hispanic","Female","T0vnVA49MR",FALSE,0.0148,31,FALSE,0,36
"2536",50,"more.than.bachelors","Several times a month","Other",0,10,"Male","White",0,"White","Female","CojjV9tz6U",TRUE,0.322,20,FALSE,0.6076,2
"2537",21,"less.than.bachelors","Several times a month","Other",0,10,"Male","White",0,"Hispanic","Female","M4zFaiv8ID",FALSE,0,33,FALSE,0.028,20
"2538",30,"more.than.bachelors","Several times a month","Action and adventure",1,10,"Male","White",1,"Black","Male","DPIVbuJVgw",TRUE,0.05,3,TRUE,0.1244,2
"2539",47,"more.than.bachelors","Several times a week","Action and adventure",1,10,"Male","Hispanic",0,"White","Male","KSuFElBEqY",TRUE,0.392,3,TRUE,0.1852,11
"2540",41,"more.than.bachelors","Several times a month","Drama",0,10,"Female","Black",0,"White","Male","IjSC1LB7cH",FALSE,0.504,9,FALSE,0.2888,4
"2541",20,"less.than.bachelors","Several times a month","Animation",0,10,"Male","White",0,"White","Male","fVLp9M3k3r",TRUE,0.098,23,FALSE,0,39
"2542",22,"bachelors","Several times a week","Horror",0,10,"Male","White",1,"White","Female","3k6xP1Vl19",TRUE,0.0692,10,FALSE,0.0792,17
"2543",21,"less.than.bachelors","Once a month","Comedy",0,10,"Female","Hispanic",0,"Hispanic","Male","dxw9mNQ84H",TRUE,0.338,8,FALSE,0.0692,20
"2544",20,"less.than.bachelors","Several times a week","Comedy",0,10,"Male","Hispanic",0,"Black","Female","RpYbvMfsq6",FALSE,0.2064,5,TRUE,0.0024,12
"2545",19,"less.than.bachelors","Every day","Horror",0,10,"Male","White",0,"Hispanic","Female","TZYgVnAiFa",FALSE,0.1872,5,TRUE,0.0628,32
"2546",29,"bachelors","Several times a month","Comedy",0,10,"Male","White",0,"Hispanic","Female","CdQGqBe3JV",FALSE,0.0828,25,FALSE,0.0336,29
"2547",23,"bachelors","Several times a month","Drama",0,10,"Female","White",0,"Hispanic","Female","zob0HSXZl2",TRUE,0.0024,38,FALSE,0.1484,3
"2548",38,"more.than.bachelors","Several times a week","Action and adventure",1,10,"Male","White",1,"White","Male","SpYP1WieA5",TRUE,0.6864,3,TRUE,0.4904,4
"2549",40,"bachelors","Several times a month","Other",0,10,"Male","White",0,"White","Female","dJgzdXkY9S",TRUE,0.3052,14,FALSE,0.144,15
"2550",25,"more.than.bachelors","Several times a month","Drama",0,10,"Female","Hispanic",0,"Hispanic","Female","3j6oTZyi92",TRUE,0.1244,14,FALSE,0.0328,29
"2551",24,"bachelors","Several times a month","Comedy",0,10,"Female","White",0,"White","Female","qyiNjBDsy3",TRUE,0.382,5,TRUE,0.0364,24
"2552",38,"bachelors","Once a month","Historical",0,10,"Male","White",1,"White","Female","ZCg5vGFvCB",TRUE,0.1384,3,TRUE,0.0536,7
"2553",24,"less.than.bachelors","Several times a month","Comedy",0,10,"Male","White",0,"White","Female","XdytqjKSaP",TRUE,0.0648,5,TRUE,0.1108,3
"2554",27,"more.than.bachelors","Several times a month","Action and adventure",1,10,"Female","White",0,"White","Male","no9gRE9jjN",TRUE,0.566,9,FALSE,0.316,5
"2555",41,"more.than.bachelors","Once a month","Comedy",0,10,"Male","White",0,"White","Male","9GFytJvRiy",TRUE,0.1608,9,FALSE,0.188,8
"2556",21,"less.than.bachelors","Once a month","Comedy",0,10,"Male","White",0,"Hispanic","Female","gkVGwGRavB",FALSE,4e-04,40,FALSE,0.0892,18
"2557",19,"less.than.bachelors","Several times a week","Horror",0,10,"Male","Black",0,"Hispanic","Female","9Gr73FrE0L",FALSE,0.1032,14,FALSE,0.064,13
"2558",21,"less.than.bachelors","Several times a month","Comedy",0,10,"Male","White",0,"White","Female","uTnjwZvZpJ",TRUE,0,30,FALSE,0,26
"2559",40,"more.than.bachelors","Several times a month","Horror",0,10,"Female","Hispanic",0,"White","Male","KsCDFdgsR1",FALSE,0.416,2,TRUE,0.2384,6
"2560",20,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Female","White",0,"White","Male","ddXc8zGlCs",TRUE,0.28,23,FALSE,0.1632,9
"2561",50,"less.than.bachelors","Several times a month","Action and adventure",1,10,"Female","White",0,"White","Male","mLAjfVSpay",TRUE,0.2556,18,FALSE,0.3596,7
"2562",19,"less.than.bachelors","Several times a month","Horror",0,10,"Female","Hispanic",0,"White","Female","BiKPsh1GbG",TRUE,0.2004,7,FALSE,0.08,19
"2563",35,"more.than.bachelors","Several times a week","Drama",0,10,"Female","White",1,"White","Female","wQ20gKntYX",TRUE,0.4284,1,TRUE,0.3188,15
"2564",19,"less.than.bachelors","Several times a month","Science Fiction",0,10,"Male","Hispanic",0,"White","Male","SrqXIb7hBg",TRUE,0.154,23,FALSE,0.4204,6
"2565",64,"bachelors","Several times a month","Action and adventure",1,10,"Male","Black",0,"Black","Male","ZhCqCDFpbc",TRUE,0.526,2,TRUE,0.1964,10
"2566",36,"more.than.bachelors","Several times a week","Action and adventure",1,10,"Male","White",0,"Hispanic","Male","txvG4WC4e1",TRUE,0.3212,6,TRUE,0.154,18
"2567",23,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Female","Hispanic",0,"Black","Male","pGSCirgyGW",FALSE,0.2104,14,FALSE,0.1184,21
"2568",30,"more.than.bachelors","Several times a week","Action and adventure",1,10,"Female","White",0,"White","Male","GzfAPVswP3",TRUE,0.3308,3,TRUE,0.252,5
"2569",31,"more.than.bachelors","Several times a month","Drama",0,10,"Male","White",0,"White","Female","chIWksfoJv",TRUE,0.1584,22,FALSE,0.1564,29
"2570",20,"less.than.bachelors","Several times a month","Action and adventure",1,10,"Female","White",0,"Hispanic","Female","BVSVWyOPnU",TRUE,0.1224,19,FALSE,0.0572,15
"2571",40,"more.than.bachelors","Several times a week","Action and adventure",1,10,"Male","White",1,"White","Male","zFQNGjvxgm",TRUE,0.1596,2,TRUE,0.234,4
"2572",33,"more.than.bachelors","Several times a month","Other",0,10,"Male","White",1,"Hispanic","Female","Uv8kE8o4sU",FALSE,0.0672,15,FALSE,0.312,6
"2573",19,"less.than.bachelors","Several times a month","Horror",0,10,"Male","White",0,"Hispanic","Female","vcNwY5aMp1",FALSE,0.2052,7,FALSE,0.0268,27
"2574",25,"more.than.bachelors","Every day","Horror",0,10,"Male","White",0,"White","Female","cseqUAoOIQ",TRUE,0.0864,16,FALSE,0.1456,42
"2575",29,"bachelors","Several times a week","Action and adventure",1,10,"Male","White",1,"Black","Male","jUWwmxikb1",TRUE,0.1304,4,TRUE,0.4696,3
"2576",19,"bachelors","Several times a week","Animation",0,10,"Male","White",0,"Black","Male","ufiMnOdd8D",TRUE,0.2004,5,TRUE,0.1116,14
"2577",23,"bachelors","Several times a month","Drama",0,10,"Male","White",0,"White","Female","ZnxhKjD9HO",TRUE,0.006,20,FALSE,0.0728,15
"2578",20,"less.than.bachelors","Several times a month","Action and adventure",1,10,"Female","Black",0,"White","Female","FvKToym9tL",TRUE,0.0616,15,FALSE,0.1576,5
"2579",20,"less.than.bachelors","Several times a month","Animation",0,10,"Male","White",0,"White","Male","fVLp9M3k3r",TRUE,0.098,22,FALSE,0,36
"2580",19,"less.than.bachelors","Several times a week","Drama",1,10,"Male","White",0,"White","Female","CMOuSSjydi",TRUE,0.0556,12,FALSE,0.1528,10
"2581",29,"bachelors","Several times a week","Horror",0,10,"Male","White",0,"White","Female","rMHnpss7OQ",TRUE,4e-04,31,FALSE,0.0604,21
"2582",25,"bachelors","Several times a week","Horror",0,10,"Female","White",0,"White","Male","q8d6iUXUoN",TRUE,0.2672,3,TRUE,0.1248,11
"2583",35,"more.than.bachelors","Several times a week","Drama",1,10,"Male","White",0,"White","Female","wQ20gKntYX",TRUE,0.0812,14,FALSE,0.4656,5
"2584",50,"more.than.bachelors","Several times a week","Action and adventure",0,10,"Male","White",0,"White","Male","hKJgxWNTD7",TRUE,0.4132,8,FALSE,0.1844,11
"2585",35,"more.than.bachelors","Several times a week","Action and adventure",0,10,"Female","White",0,"White","Male","GDXJEfWNvM",TRUE,0.068,14,FALSE,0.1488,14
"2586",40,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Female","White",0,"White","Male","4Lv1d3jSEl",TRUE,0.0776,12,FALSE,0.2324,10
"2587",50,"more.than.bachelors","Several times a week","Animation",0,10,"Female","Black",1,"White","Male","4intRZKbr4",FALSE,0.3428,2,TRUE,0.552,3
"2588",27,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Male","White",0,"White","Male","4jAXGwD8N7",TRUE,0.0996,24,FALSE,0.0764,21
"2589",29,"more.than.bachelors","Several times a week","Horror",0,10,"Male","White",0,"White","Male","tjtngzGfZ5",TRUE,0.1108,18,FALSE,0.038,17
"2590",43,"more.than.bachelors","Several times a week","Action and adventure",0,10,"Male","White",0,"White","Male","ymNVkezCQA",TRUE,0.002,9,FALSE,0.0288,9
"2591",44,"more.than.bachelors","Several times a week","Comedy",1,10,"Female","White",0,"White","Male","CuDkB1lLwf",TRUE,0.3144,6,TRUE,0.7016,2
"2592",33,"less.than.bachelors","Several times a month","Horror",0,10,"Male","White",0,"White","Male","mHqCqThdDJ",TRUE,0.0472,40,FALSE,0.1072,41
"2593",38,"bachelors","Once a month","Historical",0,10,"Female","Hispanic",0,"White","Female","ZCg5vGFvCB",TRUE,0.1556,1,TRUE,0.1272,1
"2594",31,"bachelors","Several times a week","Action and adventure",0,10,"Male","White",0,"Black","Male","Qivfv2KpmG",TRUE,0,14,FALSE,0.156,12
"2595",20,"less.than.bachelors","Several times a month","Comedy",1,10,"Male","White",0,"Hispanic","Female","T0vnVA49MR",FALSE,0.0912,14,FALSE,0.0184,16
"2596",48,"more.than.bachelors","Several times a month","Drama",1,10,"Male","White",1,"White","Male","cOtJy01owM",TRUE,0.1448,6,TRUE,0.4932,2
"2597",25,"more.than.bachelors","Every day","Horror",0,10,"Male","Black",0,"White","Female","cseqUAoOIQ",FALSE,0.0848,25,FALSE,0.2516,16
"2598",23,"less.than.bachelors","Once a month","Horror",0,10,"Male","White",0,"White","Female","gOxPAfDAZI",TRUE,0.0132,28,FALSE,0.088,32
"2599",27,"more.than.bachelors","Several times a month","Action and adventure",0,10,"Female","White",0,"White","Male","no9gRE9jjN",TRUE,0.3016,23,FALSE,0.0468,41
"2600",21,"less.than.bachelors","Once a month","Comedy",1,10,"Male","White",0,"Hispanic","Male","dxw9mNQ84H",TRUE,0.3276,13,FALSE,0.1376,7
"2601",53,"bachelors","Several times a week","Historical",0,10,"Female","White",0,"White","Female","Cu0wGHhYuz",TRUE,0.2988,1,TRUE,0.076,4
"2602",21,"less.than.bachelors","Once a month","Comedy",1,10,"Male","White",0,"Hispanic","Female","gkVGwGRavB",FALSE,0.1004,19,FALSE,0.182,3
"2603",43,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Male","White",0,"White","Male","GF7TnUEJIr",TRUE,0.1076,10,FALSE,0.0448,11
"2604",27,"bachelors","Once a month","Drama",1,10,"Male","Black",1,"White","Female","Ezkouh5Yxg",FALSE,0.1976,4,TRUE,0.0292,6
"2605",39,"more.than.bachelors","Several times a month","Historical",0,10,"Male","White",1,"White","Male","QMzdhrFo38",TRUE,0.128,9,FALSE,0.3832,4
"2606",64,"bachelors","Several times a month","Action and adventure",0,10,"Male","White",0,"Black","Male","ZhCqCDFpbc",TRUE,0.2124,16,FALSE,0.086,27
"2607",63,"bachelors","Several times a month","Science Fiction",0,10,"Male","White",0,"White","Male","GGYJ7d0Iww",TRUE,0.146,16,FALSE,0.1124,10
"2608",41,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Male","Hispanic",0,"Black","Male","NrMSYhEtof",TRUE,0.2052,19,FALSE,0.4388,15
"2609",22,"less.than.bachelors","Several times a month","Other",0,10,"Male","Hispanic",0,"Hispanic","Female","8P1MsqXGov",TRUE,0.3068,3,TRUE,0.0448,6
"2610",42,"less.than.bachelors","Several times a week","Action and adventure",0,10,"Male","White",0,"White","Male","0nshxEK9nz",TRUE,0.0616,16,FALSE,0.0596,16
"2611",33,"more.than.bachelors","Several times a month","Other",0,10,"Male","Black",0,"Hispanic","Female","Uv8kE8o4sU",FALSE,0.2456,3,TRUE,0.3364,1
"2612",19,"less.than.bachelors","Several times a month","Horror",0,10,"Male","White",0,"Hispanic","Female","vcNwY5aMp1",FALSE,0.2052,11,FALSE,0.0268,23
"2613",57,"less.than.bachelors","A few times a year","Comedy",1,10,"Male","Hispanic",0,"White","Female","mQolbiqiZZ",FALSE,0.1676,16,FALSE,0.5172,1
"2614",23,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Female","White",0,"Black","Male","pGSCirgyGW",FALSE,0.2364,9,FALSE,0.0812,24
"2615",36,"more.than.bachelors","Several times a week","Action and adventure",0,10,"Female","White",0,"Hispanic","Male","txvG4WC4e1",FALSE,0.0836,19,FALSE,0.1412,21
"2616",31,"more.than.bachelors","Several times a week","Science Fiction",0,10,"Female","Hispanic",0,"Black","Male","H6CnY8zRGd",FALSE,0.128,21,FALSE,0.098,21
"2617",27,"bachelors","A few times a year","Historical",0,10,"Female","Hispanic",0,"White","Female","r3I6icZWNr",TRUE,0.0852,25,FALSE,0.0772,19
"2618",26,"bachelors","Several times a week","Drama",1,10,"Male","Hispanic",1,"Hispanic","Female","qfggUPb9ZV",TRUE,0.2692,4,TRUE,0.2632,2
"2619",23,"less.than.bachelors","Several times a week","Other",0,10,"Female","Hispanic",0,"Hispanic","Male","dU3mraKUfC",TRUE,0.2644,6,TRUE,0.2332,3
"2620",25,"more.than.bachelors","Several times a month","Drama",1,10,"Female","White",0,"Hispanic","Female","3j6oTZyi92",TRUE,0.308,2,TRUE,0.2284,4
"2621",21,"less.than.bachelors","Several times a month","Comedy",1,10,"Male","White",0,"White","Female","uTnjwZvZpJ",TRUE,0.034,15,FALSE,0.1156,5
"2622",19,"less.than.bachelors","Several times a month","Horror",0,10,"Male","White",0,"White","Female","BiKPsh1GbG",TRUE,0.0808,18,FALSE,0.0876,12
"2623",48,"more.than.bachelors","Several times a week","Action and adventure",0,10,"Male","Black",0,"White","Male","kYmeksS3Qu",TRUE,0.288,8,FALSE,0.1216,14
"2624",18,"less.than.bachelors","Several times a month","Action and adventure",0,10,"Male","White",0,"White","Female","dT5gjvvKNp",TRUE,0.1468,4,TRUE,0.0084,14
"2625",20,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Male","White",0,"White","Male","ddXc8zGlCs",TRUE,0.11,38,FALSE,0.0636,29
"2626",29,"less.than.bachelors","Several times a month","Comedy",1,10,"Female","Hispanic",0,"Hispanic","Female","MWexoaWxVd",TRUE,0.2348,3,TRUE,0.12,6
"2627",19,"less.than.bachelors","Every day","Horror",0,10,"Male","White",0,"Hispanic","Female","TZYgVnAiFa",FALSE,0.1872,9,FALSE,0.0628,28
"2628",35,"less.than.bachelors","Several times a month","Horror",0,10,"Male","Black",1,"White","Female","pl36R7gPcP",FALSE,0.3852,1,TRUE,0.2788,1
"2629",23,"bachelors","Several times a month","Drama",1,10,"Male","White",0,"White","Female","ZnxhKjD9HO",TRUE,0.172,4,TRUE,0.0492,19
"2630",31,"more.than.bachelors","Several times a month","Drama",1,10,"Female","White",0,"White","Female","chIWksfoJv",TRUE,0.218,11,FALSE,0.4168,5
"2631",23,"bachelors","Several times a month","Drama",1,10,"Female","Hispanic",0,"Hispanic","Female","zob0HSXZl2",TRUE,0.0956,13,FALSE,0.0492,16
"2632",19,"less.than.bachelors","A few times a year","Comedy",1,10,"Female","Hispanic",0,"Black","Female","C21jhnRvuz",TRUE,0.5808,2,TRUE,0.2748,1
"2633",21,"less.than.bachelors","Once a month","Action and adventure",0,10,"Female","Hispanic",0,"Hispanic","Female","Kj6SjScvuE",TRUE,0.1928,12,FALSE,0.124,24
"2634",22,"bachelors","Several times a month","Drama",1,10,"Male","White",0,"White","Female","RBhcyf0fDN",TRUE,0.2768,5,TRUE,0.0972,8
"2635",50,"less.than.bachelors","Several times a month","Action and adventure",0,10,"Male","White",0,"White","Male","mLAjfVSpay",TRUE,0.2944,11,FALSE,0.0324,39
"2636",51,"more.than.bachelors","Once a year","Historical",0,10,"Male","White",1,"White","Male","B8ujQMDd2W",TRUE,0.3156,2,TRUE,0.262,4
"2637",28,"bachelors","Several times a week","Horror",0,10,"Male","White",0,"White","Female","J3HuVBjodD",TRUE,0.0296,13,FALSE,0.0564,13
"2638",24,"bachelors","Several times a month","Comedy",1,10,"Male","Black",0,"White","Female","qyiNjBDsy3",FALSE,0.1504,25,FALSE,0.2872,8
"2639",37,"less.than.bachelors","Several times a week","Science Fiction",0,10,"Male","White",0,"White","Male","BcCAmKpGeN",TRUE,0.1192,23,FALSE,0.1004,14
"2640",41,"more.than.bachelors","Several times a week","Action and adventure",0,10,"Female","White",0,"White","Male","hOYSc4h0v3",TRUE,0.0772,7,FALSE,0.076,12
"2641",29,"more.than.bachelors","A few times a year","Science Fiction",0,10,"Female","White",1,"Black","Male","WYvlCAtZre",FALSE,0.2256,5,TRUE,0.1092,5
"2642",29,"bachelors","Several times a month","Comedy",1,10,"Male","White",0,"Hispanic","Female","r0N3HWgw1m",FALSE,0.1212,25,FALSE,0.078,19
"2643",35,"bachelors","Every day","Animation",0,10,"Male","Hispanic",1,"Black","Male","ojW2XZJgk5",TRUE,0.2716,2,TRUE,0.2356,6
"2644",19,"less.than.bachelors","Several times a week","Horror",0,10,"Male","White",0,"Hispanic","Female","9Gr73FrE0L",FALSE,0.2528,7,FALSE,0.012,31
"2645",22,"bachelors","Several times a month","Other",0,10,"Male","White",0,"White","Female","6Juo3GZZ8b",TRUE,0.0376,33,FALSE,0.0448,16
"2646",22,"less.than.bachelors","Several times a month","Other",0,8,"Male","Hispanic",0,"Hispanic","Female","8P1MsqXGov",TRUE,0.0504,9,FALSE,0.0048,13
"2647",25,"more.than.bachelors","Every day","Horror",0,8,"Female","Hispanic",0,"White","Female","cseqUAoOIQ",TRUE,0.142,9,FALSE,0.2532,14
"2648",37,"more.than.bachelors","Several times a week","Drama",1,8,"Male","Black",0,"Black","Male","vCCucKLH0Q",TRUE,0.4596,7,FALSE,0.2616,12
"2649",35,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Female","White",0,"White","Male","hQGtj1kKKY",TRUE,0.1096,11,FALSE,0.4076,5
"2650",41,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Male","White",0,"White","Male","FqzWDAyW3E",TRUE,0.0028,6,TRUE,0.6532,4
"2651",19,"less.than.bachelors","Several times a week","Drama",1,8,"Male","White",0,"White","Female","CMOuSSjydi",TRUE,0.0204,22,FALSE,0.1228,13
"2652",57,"less.than.bachelors","A few times a year","Comedy",1,8,"Male","White",1,"White","Female","mQolbiqiZZ",TRUE,0.3872,5,TRUE,0.192,13
"2653",23,"less.than.bachelors","Several times a month","Horror",0,8,"Male","White",0,"White","Female","ZBbtrfl1rj",TRUE,0.0852,16,FALSE,0.0776,20
"2654",27,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"White","Male","4jAXGwD8N7",TRUE,0.3512,13,FALSE,0.03,23
"2655",36,"more.than.bachelors","Several times a week","Action and adventure",0,8,"Female","Black",1,"Hispanic","Male","txvG4WC4e1",FALSE,0.1708,13,FALSE,0.4696,1
"2656",26,"bachelors","Several times a week","Horror",0,8,"Female","White",0,"White","Female","fzsv7M2MZE",TRUE,0.0168,24,FALSE,0.0472,21
"2657",21,"less.than.bachelors","Once a month","Comedy",1,8,"Male","White",1,"Hispanic","Female","gkVGwGRavB",FALSE,0.7988,4,TRUE,0.0188,41
"2658",21,"less.than.bachelors","Several times a week","Action and adventure",0,8,"Female","White",1,"White","Male","10ELmTCYUG",TRUE,0.0052,24,FALSE,0.1312,23
"2659",22,"bachelors","Several times a month","Other",0,8,"Female","White",0,"White","Female","6Juo3GZZ8b",TRUE,0.1888,11,FALSE,0.0028,34
"2660",19,"less.than.bachelors","Every day","Action and adventure",0,8,"Male","White",0,"Black","Female","Me00lcumk0",FALSE,0.1124,23,FALSE,0.1488,19
"2661",19,"less.than.bachelors","Several times a month","Horror",0,8,"Male","White",0,"Hispanic","Female","vcNwY5aMp1",FALSE,0.0716,27,FALSE,0.0164,41
"2662",26,"bachelors","Several times a week","Drama",1,8,"Male","Black",0,"Hispanic","Female","qfggUPb9ZV",FALSE,0.3648,1,TRUE,0.1312,3
"2663",21,"less.than.bachelors","Several times a month","Comedy",1,8,"Male","White",0,"White","Female","uTnjwZvZpJ",TRUE,0.1268,12,FALSE,0.0464,9
"2664",27,"more.than.bachelors","Once a month","Comedy",1,8,"Male","White",1,"White","Female","r9yF42zm1v",TRUE,0.686,3,TRUE,0.1404,7
"2665",21,"less.than.bachelors","Several times a month","Other",0,8,"Male","White",0,"Hispanic","Female","M4zFaiv8ID",FALSE,8e-04,32,FALSE,0.0076,34
"2666",19,"less.than.bachelors","Several times a week","Horror",0,8,"Female","Black",0,"Hispanic","Female","9Gr73FrE0L",TRUE,0.1124,13,FALSE,0.5204,1
"2667",25,"more.than.bachelors","Several times a month","Drama",1,8,"Male","White",0,"Hispanic","Female","3j6oTZyi92",FALSE,0.1236,16,FALSE,0.1252,15
"2668",21,"less.than.bachelors","Once a month","Comedy",1,8,"Male","Hispanic",0,"Hispanic","Male","dxw9mNQ84H",TRUE,0.414,6,TRUE,0.0772,18
"2669",31,"more.than.bachelors","Several times a week","Drama",1,8,"Male","Black",0,"Black","Female","E8RVm7G947",TRUE,0.4568,1,TRUE,0.1184,9
"2670",22,"bachelors","Several times a week","Horror",0,8,"Male","Black",0,"White","Female","3k6xP1Vl19",FALSE,0.0324,22,FALSE,0.0264,24
