participant_id,order,preference (1-7),post_tenure,tenure_units,human (y/n),nf_group (y/n),unrest (y/n),event (y/n),race_RA_1,race_RA_2,gender,Notes,,,manual_diag
4336,49,1,2,Days,1,0,,0,White,,Female,,,,0
4336,50,5,3,Hours,1,0,,0,Black or African American,,Female,,,,0
4336,51,1,2,Days,0,0,,0,,,,Suggested Women.com,,,0
4336,52,2,3,Hours,1,0,,0,White,,Female,,,,0
4336,53,3,2,Days,0,0,,0,,,,Suggested FIVB Volleyball World,,,0
4336,54,4,2,Days,1,0,,0,White,,Female,,,,0
4336,55,4,3,Hours,1,1,,0,White,,Male,,,,0
4336,56,3,3,Days,0,0,,0,,,,Suggested Downshiftology,,,0
4336,57,2,23,Hours,1,1,,0,Black or African American,,Female,,,,0
4336,58,2,3,Hours,1,1,,0,White,,Male,,,,0
4336,59,4,20,Hours,0,0,,0,,,,AJ+,,,0
4336,60,5,48,Minutes,0,0,,0,,,,BuzzFeed Video,,,0
3642,1,6,13,Days,1,1,,0,White,,Male,"""_____ commented""",,,0
3642,2,2,1,Days,1,1,,0,Asian,,Male,,,,0
3642,3,3,1,Days,0,0,,0,,,,Suggested Post,,,0
3642,4,7,1,Days,1,0,,0,Asian,,Female,"""_____ commented""",,,0
3642,5,4,1,Days,1,0,,0,Asian,,Male,,,,0
3642,6,4,1,Days,1,0,,0,Asian,,Male,,,,0
3642,7,5,4,Days,1,0,,0,Asian,,Male,,,,0
3642,8,7,3,Days,0,0,,0,,,,,,,0
3642,9,5,1,Days,1,0,,0,Asian,,Male,,,,0
3642,10,6,1,Days,1,0,,0,Asian,,Female,,,,0
3642,11,3,1,Days,1,1,,0,Asian,,Female,,,,0
3642,12,5,1,Days,0,0,,0,,,,Suggested Post,,,0
3642,13,6,2,Days,1,1,,0,Asian,,Male,,,,0
3642,14,2,5,Days,1,0,,0,Asian,,Male,,,,0
3642,15,5,2,Days,1,0,,0,Asian,,Male,,,,0
3642,16,5,1,Days,0,0,,0,,,,,,,0
3642,17,5,2,Days,1,0,,0,Asian,,Male,,,,0
3642,18,7,1,Days,0,0,,0,,,,Suggested Post,,,0
3642,19,3,3,Days,1,0,,0,Asian,,Male,"""_____ and 2 others commented""",,,0
3642,20,5,3,Days,1,0,,0,Asian,,Male,,,,0
3642,21,4,2,Days,1,0,,0,Asian,,Male,,,,0
3642,22,6,1,Days,0,0,,0,,,,,,,0
3642,23,5,1,Days,1,0,,0,Asian,,Male,,,,0
3642,24,5,2,Days,1,0,,0,Asian,,Male,,,,0
3642,25,4,1,Days,1,0,,0,Asian,,Female,,,,0
3642,26,4,1,Days,1,0,,0,Asian,,Male,,,,0
3642,27,5,1,Days,0,0,,1,,,,,,,0
3642,28,2,2,Days,1,0,,0,Asian,,Male,,,,0
3642,29,5,3,Days,1,0,,0,Asian,,Male,,,,0
3642,30,3,3,Days,1,0,,0,Asian,,Male,,,,0
3642,31,5,1,Days,0,0,,0,,,,Suggested Post,,,0
3642,32,7,1,Days,1,1,,0,Asian,,Male,,,,0
3642,33,6,1,Days,1,1,,0,Asian,,Female,,,,0
3642,34,3,2,Days,1,0,,0,Asian,,Male,,,,0
3642,35,5,1,Days,1,0,,0,Asian,,Male,,,,0
3642,36,6,4,Days,0,0,,0,,,,Suggested Post,,,0
3642,37,5,1,Days,0,0,,0,,,,,,,0
3642,38,6,1,Days,1,0,,0,Asian,,Male,,,,0
3642,39,4,2,Days,1,0,,0,Asian,,Male,,,,0
3642,40,6,4,Days,0,0,,0,,,,Suggested Post,,,0
3642,41,2,2,Days,1,1,,0,Asian,,Male,,,,0
3642,42,4,3,Days,1,0,,0,Asian,,Male,,,,0
3642,43,1,1,Days,1,0,,0,Asian,,Male,,,,0
3642,44,3,5,Days,1,0,,0,Asian,,Male,,,,0
3642,45,5,1,Days,1,1,,0,Asian,,Female,,,,0
3642,46,2,1,Days,0,0,,0,,,,,,,0
3642,47,4,2,Days,1,0,,0,Asian,,Male,,,,0
3642,48,3,17,Hours,1,0,,0,Asian,,Male,,,,0
3642,49,5,1,Days,0,1,,0,,,,,,,0
3642,50,6,1,Days,1,1,,0,Asian,,Female,,,,0
3642,51,5,1,Days,1,0,,0,Asian,,Female,,,,0
3642,52,3,1,Days,1,0,,0,Asian,,Male,,,,0
3642,53,2,1,Days,1,0,,0,Asian,,Male,,,,0
3642,54,4,1,Days,1,0,,0,Asian,,Male,Invitation to FB game,,,0
3642,55,5,12,Days,0,0,,0,,,,Suggested Post,,,0
3642,56,3,1,Days,1,0,,0,Asian,,Male,,,,0
3642,57,5,18,Days,0,0,,0,,,,Suggested Post,,,0
3642,58,2,1,Days,1,0,,0,Asian,,Male,,,,0
3642,59,4,21,Days,0,0,,0,,,,Suggested Post,,,0
3642,60,6,1,Days,1,1,,0,White,,Female,,,,0
6198,1,4,1,Hours,1,0,,0,white,,female,,,,0
6198,2,7,50,Minutes,1,0,,0,asian,,female,,,,0
6198,3,6,,,0,1,,0,,,,,,,0
6198,4,1,49,Minutes,1,0,,0,white,,female,,,,0
6198,5,4,,,0,1,,0,,,,,,,0
6198,6,5,28,Minutes,0,1,,0,,,,,,,0
6198,7,3,,,0,1,,0,,,,,,,0
6198,8,3,,,1,0,,0,white,,female,,,,0
6198,9,7,1,Hours,0,1,,0,,,,,,,0
6198,10,3,,,0,1,,0,,,,,,,0
6198,11,1,4,Hours,1,0,,0,white,,male,,,,0
6198,12,5,3,Hours,0,1,,0,,,,,,,0
6198,13,1,6,Hours,1,0,,0,asian,,female,,,,0
6198,14,5,7,Hours,1,1,,0,white,,female,,,,0
6198,15,1,18,Hours,0,1,,0,,,,,,,0
6198,16,5,18,Hours,0,1,,0,,,,,,,0
6198,17,3,10,Minutes,1,1,,0,white,,female,,,,0
6198,18,3,17,Hours,0,1,,0,,,,,,,0
6198,19,7,,,0,1,,0,,,,,,,0
6198,20,5,16,Hours,0,1,,0,,,,,,,0
6198,21,5,,,1,0,,0,white,,female,,,,0
6198,22,3,1,Hours,1,0,,0,white,,female,,,,0
6198,23,3,7,Hours,1,0,,0,white,,male,,,,0
6198,24,5,12,Hours,1,1,,0,asian,,male,,,,0
6198,25,2,25,Minutes,0,1,,0,,,,,,,0
6198,26,1,6,Hours,1,0,,0,white,,female,,,,0
6198,27,1,,,0,1,,0,,,,,,,0
6198,28,4,19,Hours,0,1,,0,,,,,,,0
6198,29,3,,,1,1,,0,white,,female,,,,0
6198,30,5,21,Hours,0,1,,0,,,,,,,0
6198,31,5,7,Hours,0,1,,0,,,,,,,0
6198,32,3,,,1,1,,0,white,,female,,,,0
6198,33,3,21,Hours,1,1,,0,white,hispanic,female,,,,0
6198,34,1,21,Hours,1,0,,0,asian,,male,,,,0
6198,35,1,,,0,1,,0,,,,,,,0
6198,36,1,2,Hours,1,1,,0,asian,,female,,,,0
6198,37,1,18,Hours,0,1,,0,,,,,,,0
6198,38,1,1,Hours,0,1,,0,,,,,,,0
6198,39,5,1,Hours,1,0,,0,white,,female,,,,0
6198,40,5,10,Hours,0,1,,0,,,,,,,0
6198,41,7,1,Hours,1,0,,0,white,,male,,,,0
6198,42,3,,,1,1,,0,white,,male,,,,0
6198,43,5,2,Hours,1,0,,0,white,,female,,,,0
6198,44,7,2,Hours,0,1,,0,,,,,,,0
6198,45,3,2,Hours,0,1,,0,,,,,,,0
6198,46,5,12,Hours,0,1,,0,,,,,,,0
6198,47,3,1,Hours,0,1,,0,,,,,,,0
6198,48,5,15,Hours,0,1,,0,,,,,,,0
6198,49,5,,,1,1,,0,white,,female,,,,0
6198,50,3,3,Hours,1,1,,0,white,,male,,,,0
6198,51,5,1,Hours,1,0,,0,hispanic,,male,,,,0
6198,52,3,21,Hours,0,1,,0,,,,,,,0
6198,53,5,1,Hours,1,0,,0,white,,female,,,,0
6198,54,5,13,Hours,0,1,,0,,,,,,,0
6198,55,7,18,Hours,0,1,,0,,,,,,,0
6198,56,7,2,Hours,0,1,,0,,,,,,,0
6198,57,7,3,Hours,1,0,,0,white,,female,,,,0
6198,58,7,3,Hours,1,0,,0,hispanic,,female,,,,0
6198,59,7,,,0,1,,0,,,,,,,0
6198,60,7,3,Hours,1,0,,0,asian,,female,,,,0
6333,1,3,5,Hours,1,0,,0,asian,,female,,,,0
6333,2,2,53,Minutes,1,0,,0,asian,,female,,,,0
6333,3,4,,,0,1,,0,,,,,,,0
6333,4,4,57,Minutes,1,0,,0,white,,female,,,,0
6333,5,1,1,Hours,1,0,,0,asian,,female,,,,0
6333,6,6,41,Minutes,1,0,,0,asian,,female,,,,0
6333,7,3,,,0,1,,0,,,,,,,0
6333,8,4,3,Hours,1,0,,0,white,,female,,,,0
6333,9,4,13,Hours,1,0,,0,white,,female,,,,0
6333,10,6,15,Hours,1,0,,0,asian,,female,,,,0
6333,11,5,5,Hours,1,1,,0,asian,,female,,,,0
6333,12,3,14,Hours,1,0,,0,asian,,female,,,,0
6333,13,1,,,0,1,,0,,,,,,,0
6333,14,2,,,1,0,,0,asian,,female,,,,0
6333,15,5,,,1,0,,0,asian,,female,,,,0
6333,16,6,6,Hours,1,0,,0,asian,,male,,,,0
6333,17,5,1,Hours,1,0,,0,asian,,female,,,,0
6333,18,5,2,Hours,1,0,,0,asian,,female,,,,0
6333,19,6,4,Hours,1,1,,0,asian,,male,,,,0
6333,20,1,4,Hours,1,0,,0,hispanic,,female,,,,0
6333,21,2,15,Hours,1,0,,0,hispanic,,female,,,,0
6333,22,6,3,Hours,1,0,,0,asian,,female,,,,0
6333,23,2,,,1,0,,0,white,,female,,,,0
6333,24,3,1,Hours,1,0,,0,white,,female,,,,0
6333,25,1,2,Hours,1,0,,0,black or African American,,female,,,,0
6333,26,1,3,Hours,1,0,,0,white,,male,,,,0
6333,27,2,1,Hours,1,0,,0,black or African American,,female,,,,0
6333,28,2,,,1,0,,0,asian,,male,,,,0
6333,29,1,3,Hours,1,0,,0,white,,male,,,,0
6333,30,1,37,Minutes,1,0,,0,white,,female,,,,0
6333,31,2,,,1,0,,0,asian,,male,,,,0
6333,32,1,2,Hours,1,0,,0,asian,,female,,,,0
6333,33,2,4,Hours,0,1,,0,,,,,,,0
6333,34,6,4,Hours,0,1,,0,,,,,,,0
6333,35,2,53,Minutes,1,0,,0,white,,female,,,,0
6333,36,3,,,1,0,,0,white,,female,,,,0
6333,37,1,,,0,1,,0,,,,,,,0
6333,38,1,,,1,1,,0,white,,female,,,,0
6333,39,1,5,Hours,0,1,,0,,,,,,,0
6333,40,2,2,Hours,1,1,,0,asian,,female,,,,0
6333,41,2,4,Hours,1,0,,0,asian,,male,,,,0
6333,42,1,3,Hours,1,0,,0,hispanic,,female,,,,0
6333,43,5,3,Hours,0,1,,0,,,,suggested,,,0
6333,44,1,1,Hours,1,0,,0,black or African American,,female,,,,0
6333,45,2,10,Hours,1,0,,0,hispanic,,female,,,,0
6333,46,2,46,Minutes,1,0,,0,asian,,female,,,,0
6333,47,1,,,1,1,,0,white,,female,,,,0
6333,48,2,6,Hours,1,0,,0,black or African American,,female,,,,0
6333,49,3,1,Hours,1,0,,0,white,,female,,,,0
6333,50,1,2,Hours,1,0,,0,white,,female,,,,0
6333,51,3,6,Hours,0,1,,0,,,,,,,0
6333,52,2,10,Hours,1,0,,0,hispanic,,female,,,,0
6333,53,1,5,Hours,1,0,,0,white,,female,,,,0
6333,54,2,22,Hours,1,0,,1,asian,,asian,,,,0
6333,55,1,1,Hours,1,0,,0,white,,female,,,,0
6333,56,1,5,Minutes,1,0,,0,hispanic,,female,,,,0
6333,57,2,21,minw,1,0,,0,asian,,male,,,,0
6333,58,6,,,1,1,,0,asian,,female,,,,0
6333,59,5,10,Hours,1,1,,0,asian,,female,,,,0
6333,60,5,2,Minutes,1,0,,0,white,,female,,,,0
5392,1,4,11,Minutes,0,0,,0,,,,Page A - The algorithm showed the participant multiple posts from this page.,,,0
5392,2,6,30,Minutes,1,0,,0,White,,Female,,,,0
5392,3,2,19,Minutes,1,0,,0,Asian,,Female,,,,0
5392,4,5,46,Minutes,1,0,,0,White,,Female,,,,0
5392,5,4,3,Minutes,1,0,,0,Black or African American,,Male,,,,0
5392,6,2,59,Minutes,1,0,,0,Black or African American,,Female,,,,0
5392,7,1,9,Minutes,1,0,,0,Hispanic,,Female,,,,0
5392,8,1,1,Minutes,1,0,,0,Black or African American,,Male,,,,0
5392,9,3,39,Minutes,0,0,,0,,,,Page B - The algorithm showed the participant multiple posts from this page.,,,0
5392,10,3,1,Hours,0,0,,0,,,,Page A,,,0
5392,11,2,1,Hours,0,0,,0,,,,,,,0
5392,12,1,1,Hours,0,0,,0,,,,Page A,,,0
5392,13,1,36,Minutes,0,0,,0,,,,Page B,,,0
5392,14,3,24,Minutes,0,0,,0,,,,Page B,,,0
5392,15,5,13,Minutes,0,0,,0,,,,,,,0
5392,16,4,2,Hours,0,0,,0,,,,Page A,,,0
5392,17,4,1,Hours,1,0,,0,Hispanic,,Female,,,,0
5392,18,2,2,Hours,0,0,,0,,,,Page A,,,0
5392,19,6,1,Hours,1,0,,1,Black or African American,,Male,--- and -- are interested,,,0
5392,20,4,1,Hours,0,0,,0,,,,Page B,,,0
5392,21,5,2,Hours,1,0,,0,White,,Male,,,,0
5392,22,4,1,Hours,1,0,,0,White,,Male,,,,0
5392,23,2,2,Hours,0,0,,0,,,,Page A,,,0
5392,24,3,1,Hours,0,0,,0,,,,Page B,,,0
5392,25,3,1,Hours,0,0,,0,,,,Page B,,,0
5392,26,2,2,Hours,0,0,,0,,,,Page B,,,0
5392,27,4,3,Hours,1,0,,0,Hispanic,,Female,,,,0
5392,28,2,3,Hours,1,0,,0,Black or African American,,Male,,,,0
5392,29,2,3,Hours,1,0,,0,Hispanic,,Female,,,,0
5392,30,4,3,Hours,0,0,,0,,,,Page B,,,0
5392,31,3,3,Hours,1,0,,0,White,Hispanic,Female,,,,0
5392,32,1,3,Hours,1,0,,0,White,,Female,,,,0
5392,33,1,3,Hours,0,0,,0,,,,Page B,,,0
5392,34,2,3,Hours,0,0,,0,,,,Page A,,,0
5392,35,5,3,Hours,1,0,,0,White,,Female,,,,0
5392,36,2,3,Hours,1,0,,0,White,,Female,,,,0
5392,37,2,3,Hours,1,0,,0,White,,Female,,,,0
5392,38,3,3,Hours,1,0,,0,Hispanic,,Female,,,,0
5392,39,4,4,Hours,0,0,,0,,,,Page B,,,0
5392,40,2,4,Hours,0,0,,0,,,,Page B,,,0
5392,41,4,4,Hours,0,0,,0,,,,,,,0
5392,42,3,9,Hours,0,0,,0,,,,Page B,,,0
5392,43,2,6,Hours,0,0,,0,,,,Page B,,,0
5392,44,2,7,Hours,0,0,,0,,,,"Page B; Newer posts weren't loaded after this post, had to refresh page",,,0
5392,45,6,2,Minutes,1,0,,0,Black or African American,,Female,"This was the only new post that loaded after a refresh, and there was nothing knew when we came back after doing the PYMK section",,,0
3721,1,2,1,Hours,1,0,,0,White,,Female,,,,0
3721,2,4,10,Minutes,1,1,,0,Asian,,Female,,,,0
3721,3,4,3,Hours,0,0,,0,,,,Page A - The algorithm showed the participant multiple posts from this page.,,,0
3721,4,1,3,Hours,1,0,,0,White,,Female,,,,0
3721,5,3,1,Hours,1,0,,0,White,,Female,,,,0
3721,6,5,8,Minutes,1,1,,0,White,,Male,,,,0
3721,7,2,2,Hours,1,0,,0,White,,Female,,,,0
3721,8,1,3,Hours,1,0,,0,White,,Female,"""_____ shared a memory from....""; Participant sees this person a lot, but only because they used to like this persons post about animation. Now FB algorithm thinks the participant likes this person's content even though the participant does not know the person or like thier stuff.",,,0
3721,9,2,1,Hours,1,0,,0,White,,Female,,,,0
3721,10,4,53,Minutes,1,0,,0,White,,Female,,,,0
3721,11,3,3,Hours,1,0,,0,White,,Female,,,,0
3721,12,1,3,Hours,1,0,,0,White,,Female,,,,0
3721,13,3,1,Hours,1,0,,0,White,Hispanic,Female,,,,0
3721,14,2,1,Hours,1,0,,0,Black or African American,,Male,,,,0
3721,15,3,58,Minutes,1,0,,0,White,,Female,,,,0
3721,16,4,1,Hours,0,0,,0,,,,Page A,,,0
3721,17,2,3,Hours,1,0,,0,Black or African American,,Male,,,,0
3721,18,6,6,Minutes,1,0,,0,White,,Female,,,,0
3721,19,4,25,Minutes,1,1,,0,Black or African American,,Female,,,,0
3721,20,2,5,Minutes,1,0,,0,,,,Unidentifiable,,,0
3721,21,1,1,Hours,1,0,,0,White,,Male,,,,0
3721,22,3,4,Hours,1,0,,0,White,,Female,"___ added 2 comments""",,,0
3721,23,4,5,Hours,1,1,,0,White,,Female,,,,0
3721,24,4,1,Hours,0,0,,0,,,,,,,0
3721,25,3,1,Hours,1,0,,0,Asian,,Male,,,,0
3721,26,5,20,Minutes,1,1,,0,Asian,,Female,,,,0
3721,27,4,2,Hours,0,0,,0,,,,Page A,,,0
3721,28,4,3,Days,1,0,,0,White,Hispanic,Female,"""_____ shared a memory from....""",,,0
3721,29,1,3,Hours,1,0,,0,White,,Female,"""_____ shared a memory from....""",,,0
3721,30,2,2,Hours,1,0,,0,White,,Female,,,,0
3721,31,1,50,Minutes,1,0,,0,White,,Female,,,,0
3721,32,4,1,Hours,0,0,,0,,,,,,,0
3721,33,2,7,Hours,0,0,,0,,,,,,,0
3721,34,4,44,Minutes,1,0,,0,White,,Female,,,,0
3721,35,3,1,Hours,1,0,,0,White,,Female,,,,0
3721,36,3,1,Hours,1,0,,0,,,,Unidentifiable,,,0
3721,37,3,4,Hours,1,0,,0,White,,Female,,,,0
3721,38,3,1,Hours,1,0,,0,White,,Male,,,,0
3721,39,2,1,Hours,1,0,,0,,,,Unidentifiable,,,0
3721,40,2,15,Hours,1,0,,0,White,Hispanic,Female,,,,0
3721,41,4,1,Hours,0,0,,0,,,,,,,0
3721,42,6,25,Minutes,1,1,,0,White,,Female,,,,0
3721,43,2,3,Hours,0,0,,0,,,,,,,0
3721,44,3,17,Hours,0,0,,0,,,,,,,0
3721,45,3,5,Days,0,0,,0,,,,Suggested Post,,,0
3721,46,3,6,Hours,0,0,,0,,,,,,,0
3721,47,2,25,Minutes,1,0,,0,White,,Female,,,,0
3721,48,4,1,Hours,1,0,,0,White,,Female,,,,0
3721,49,1,57,Minutes,1,0,,0,White,,Male,,,,0
3721,50,1,58,Minutes,1,0,,0,White,,Female,,,,0
3721,51,3,22,Minutes,1,1,,0,Asian,,Male,,,,0
3721,52,1,9,Hours,0,0,,0,,,,,,,0
3721,53,4,2,Days,1,0,,0,Black or African American,,Female,,,,0
3721,54,3,21,Hours,1,0,,0,,,,Unidentifiable Poster,,,0
3721,55,2,16,Hours,1,1,,0,Black or African American,,Male,,,,0
3721,56,1,18,Hours,1,0,,0,Black or African American,,Female,,,,0
3721,57,5,1,Days,0,0,,0,,,,,,,0
3721,58,3,1,Hours,1,0,,0,Asian,,Non-binary,,,,0
3721,59,3,3,Hours,1,0,,0,White,,Female,"Bundled Post - ""_____ and 2 others shared a post.""",,,0
3721,60,4,16,Days,1,0,,0,Hispanic,,Female,Suggested Post - Content Creator's Page,,,0
5255,1,2,1,Days,1,1,,0,White,,Female,,,,0
5255,2,5,13,Minutes,1,0,,0,White,,Female,,,,0
5255,3,2,11,Minutes,1,0,,0,Asian,,Female,"""_____ commented on a post from November 16th, 2019""",,,0
5255,4,3,14,Minutes,1,0,,0,Hispanic,,Female,,,,0
5255,5,3,18,Hours,1,0,,0,Black or African American,White,Male,,,,0
5255,6,2,1,Days,1,0,,0,Asian,,Male,"""_____ shared a memory from....""",,,0
5255,7,2,1,Days,0,0,,0,,,,Suggested Post,,,0
5255,8,2,3,Days,1,0,,0,Asian,White,Female,"""_____ was tagged""",,,0
5255,9,1,20,Hours,1,0,,0,Asian,,Male,,,,0
5255,10,3,1,Days,1,1,,0,Asian,,Female,,,,0
5255,11,1,5,Days,0,0,,0,,,,Suggested Post,,,0
5255,12,3,10,Minutes,1,0,,0,White,,Female,,,,0
5255,13,4,3,Days,1,0,,0,White,,Male,RA's Post - This post was shared by the RA gathering this data,,,0
5255,14,1,25,Minutes,1,1,,0,White,,Female,,,,0
5255,15,5,3,Days,1,0,,0,White,,Male,RA's Post - This post was shared by the RA gathering this data,,,0
5255,16,5,3,Days,1,0,,0,White,,Male,,,,0
5255,17,1,3,Days,1,0,,0,Hispanic,,Female,,,,0
5255,18,3,1,Days,1,0,,0,Hispanic,,Female,,,,0
5255,19,1,3,Days,1,0,,0,White,,Female,"""_____ was tagged""",,,0
5255,20,1,1,Days,1,1,,0,Hispanic,Asian,Female,,,,0
5255,21,3,4,Minutes,0,0,,0,,,,,,,0
5255,22,1,6,Days,0,0,,0,,,,Suggested Post,,,0
5255,23,3,2,Days,1,0,,0,Hispanic,,Female,,,,0
5255,24,5,1,Days,1,0,,0,Black or African American,Hispanic,Female,,,,0
5255,25,1,2,Days,0,0,,0,,,,Suggested Post,,,0
5255,26,2,4,Days,1,0,,0,White,,Male,,,,0
5255,27,1,3,Days,1,0,,0,White,Asian,Male,"""_____ shared a memory from....""",,,0
5255,28,2,3,Days,1,0,,0,White,,Non-binary,,,,0
5255,29,4,3,Days,1,0,,0,Black or African American,,Female,,,,0
5255,30,1,2,Days,1,0,,0,White,,Non-binary,,,,0
5255,31,1,3,Days,0,0,,0,,,,Suggested Post,,,0
5255,32,1,2,Days,1,0,,0,Asian,,Female,"""_____ replied to a comment.""",,,0
5255,33,1,4,Days,1,0,,0,White,,Female,"""_____ was tagged""",,,0
5255,34,2,1,Days,1,0,,0,White,,Male,,,,0
5255,35,1,1,Days,1,1,,0,White,,Female,,,,0
5255,36,2,1,Days,0,0,,0,,,,Suggested Post,,,0
5255,37,1,2,Hours,1,1,,0,Hispanic,,Female,,,,0
5255,38,4,2,Days,1,0,,0,Hispanic,,Female,,,,0
5255,39,3,3,Hours,1,0,,0,White,,Male,RA's Post - This post was shared by the RA gathering this data,,,0
5255,40,4,4,Hours,1,0,,0,Black or African American,,Female,,,,0
5255,41,2,19,Hours,0,0,,0,,,,Suggested Post,,,0
5255,42,3,5,Hours,1,0,,0,Hispanic,,Male,,,,0
5255,43,1,4,Hours,1,0,,0,White,Hispanic,Male,,,,0
5255,44,2,42,Minutes,1,0,,0,White,,Male,,,,0
5255,45,1,3,Days,0,0,,0,,,,Suggested Post,,,0
5255,46,4,6,Hours,1,0,,0,White,,Female,,,,0
5255,47,4,8,Hours,1,0,,0,White,,Male,,,,0
5255,48,5,2,Days,0,0,,0,,,,Suggested Post,,,0
5255,49,1,2,Days,0,0,,0,,,,Suggested Post,,,0
5255,50,5,3,Days,1,0,,0,White,,Non-binary,,,,0
5255,51,1,4,Days,1,0,,0,White,,Male,,,,0
5255,52,5,38,Minutes,0,0,,0,,,,,,,0
5255,53,3,4,Days,1,0,,0,White,,Male,,,,0
5255,54,1,17,Hours,1,0,,0,Asian,,Male,,,,0
5255,55,2,2,Days,1,0,,0,White,,Non-binary,,,,0
5255,56,4,5,Hours,1,0,,0,White,,Female,,,,0
5255,57,1,5,Hours,1,1,,0,White,,Female,,,,0
5255,58,1,7,Days,1,0,,0,White,,Female,Suggested Post - Content Creator's Page,,,0
5255,59,3,3,Days,1,0,,0,White,,Male,,,,0
5255,60,5,3,Days,1,0,,0,White,,Male,,,,0
1285,1,6,,,0,1,0,,,,,,,,0
1285,2,5,15,Minutes,1,0,1,0,white,,female,,,,0
1285,3,2,4,Minutes,1,0,0,0,white,,male,,,,0
1285,4,5,20,Minutes,1,0,0,0,hispanic,,female,,,,0
1285,5,1,5,Hours,0,1,0,0,,,,,,,0
1285,6,1,,,0,1,0,0,,,,,,,0
1285,7,1,2,Minutes,1,1,0,0,black or African American,,female,,,,0
1285,8,1,1,Hours,1,0,0,0,black or African American,,male,,,,0
1285,9,3,2,Hours,1,0,1,0,white,,female,,,,0
1285,10,5,16,Hours,1,0,1,0,black or African American,,female,,,,0
1285,11,1,4,Hours,1,0,0,0,black or African American,,female,,,,0
1285,12,1,,,0,1,0,0,,,,,,,0
1285,13,1,5,Hours,1,0,0,0,hispanic,,male,,,,0
1285,14,3,1,Hours,1,0,1,0,black or African American,,male,,,,0
1285,15,1,,,0,0,0,1,,,,,,,0
1285,16,1,41,Minutes,1,0,0,0,black or African American,,female,,,,0
1285,17,2,49,Minutes,1,0,0,0,white,,female,,,,0
1285,18,1,,,1,0,0,0,black or African American,,male,,,,0
1285,19,1,3,Hours,1,0,0,0,black or African American,,female,,,,0
1285,20,1,3,Hours,1,0,0,0,black or African American,,female,,,,0
1285,21,2,,,0,1,0,0,,,,,,,0
1285,22,1,2,Minutes,1,1,1,0,black or African American,,male,,,,0
1285,23,2,3,Hours,1,0,0,0,white,,female,,,,0
1285,24,4,19,Hours,0,1,0,0,,,,,,,0
1285,25,5,6,Minutes,1,0,0,0,white,,male,,,,0
1285,26,1,,,1,1,0,0,black or African American,,female,,,,0
1285,27,5,2,Hours,1,1,1,0,white,,female,,,,0
1285,28,3,2,Hours,1,0,0,0,white,hispanic,female,,,,0
1285,29,3,23,Minutes,1,0,0,0,white,,male,,,,0
1285,30,3,3,Hours,1,0,0,0,black or African American,,female,,,,0
1285,31,6,2,Hours,1,1,0,0,black or African American,,female,,,,0
1285,32,5,3,Hours,0,1,0,0,,,,,,,0
1285,33,7,1,Hours,0,1,0,0,,,,,,,0
1285,34,7,2,Hours,0,1,0,0,,,,,,,0
1285,35,5,,,1,1,0,0,asian,,male,,,,0
1285,36,2,2,Hours,1,0,0,0,white,,male,,,,0
1285,37,2,,,1,1,0,0,black or African American,,male,,,,0
1285,38,4,,,0,1,0,0,,,,,,,0
1285,39,5,,,0,1,0,0,,,,,,,0
1285,40,4,2,Hours,1,0,0,0,black or African American,,male,,,,0
1285,41,2,,,1,0,0,0,black or African American,,female,,,,0
1285,42,4,2,Hours,1,0,0,0,white,,female,,,,0
1285,43,1,,,1,0,0,0,black or African American,,male,,,,0
1285,44,7,,,0,1,0,0,,,,suggested,,,0
1285,45,5,1,Hours,0,1,0,0,,,,,,,0
1285,46,1,,,1,0,0,0,white,,female,,,,0
1285,47,1,18,Hours,1,0,0,0,asian,,female,,,,0
1285,48,2,,,0,1,1,0,,,,,,,0
1285,49,1,4,Hours,0,1,0,0,,,,,,,0
1285,50,7,,,0,1,0,0,,,,,,,0
1285,51,1,4,rs,1,0,0,0,white,,female,,,,0
1285,52,1,,,1,0,0,0,white,,male,,,,0
1285,53,2,2,Hours,1,0,0,0,hispanic,,female,,,,0
1285,54,3,,,1,0,0,0,white,,male,,,,0
1285,55,1,,,1,0,0,0,black or African American,,male,,,,0
1285,56,1,,,0,1,0,0,,,,,,,0
1285,57,6,8,Minutes,1,0,0,0,white,,female,,,,0
1285,58,4,2,Hours,1,0,1,0,hispanic,,female,,,,0
1285,59,5,4,Hours,1,0,0,0,hispanic,,female,,,,0
1285,60,2,45,Minutes,1,0,0,0,white,,female,,,,0
8191,1,4,27,Minutes,0,1,0,0,,,,,,,0
8191,2,1,,,0,1,0,0,,,,,,,0
8191,3,6,2,Minutes,0,1,0,0,,,,,,,0
8191,4,5,12,Minutes,0,1,0,0,,,,,,,0
8191,5,6,16,Hours,1,0,0,0,white,,male,,,,0
8191,6,6,21,Minutes,1,0,0,0,white,,female,,,,0
8191,7,7,20,Hours,1,0,0,0,black or African American,,female,,,,0
8191,8,2,16,Hours,1,0,0,0,white,,male,,,,0
8191,9,1,,,0,1,0,0,,,,,,,0
8191,10,2,28,Minutes,1,1,0,0,white,,female,,,,0
8191,11,3,2,Hours,0,1,0,0,,,,,,,0
8191,12,3,,,1,0,0,0,asian,,female,,,,0
8191,13,6,55,Minutes,0,1,0,0,,,,,,,0
8191,14,2,,,0,1,0,0,,,,,,,0
8191,15,4,14,Minutes,0,1,0,0,,,,,,,0
8191,16,5,7,Minutes,0,1,0,0,,,,,,,0
